title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
Pods Beaver Themer Add-On,pods-beaver-builder-themer-add-on,16.78,8.52,5000,0,0,3.26,26,5.0,5.0
Magic Embeds,wp-embed-facebook,16.77,9.21,10000,0,0,3.66,39,3.9,3.9
WP Header Images,wp-header-images,16.77,8.85,7000,0,0,3.22,25,4.7,4.7
WooCommerce Table Rate Shipping by JEM,woocommerce-easy-table-rate-shipping,16.75,8.85,7000,0,0,3.4,30,4.5,4.5
Image Hover Effects &#8211; WordPress Plugin,image-hover-effects,16.729999999999997,8.52,5000,0,0,3.61,37,4.6,4.6
TF Random Numbers,tf-numbers-number-counter-animaton,16.72,8.7,6000,0,0,3.22,25,4.8,4.8
WHMCS Bridge,whmcs-bridge,16.700000000000003,9.21,10000,0,0,3.99,54,3.5,3.5
My WP Translate,my-wp-translate,16.69,9.21,10000,0,0,2.48,12,5.0,5.0
LoftLoader,loftloader,16.68,9.21,10000,0,0,2.77,16,4.7,4.7
Podlove Podcast Publisher,podlove-podcasting-plugin-for-wordpress,16.68,8.52,5000,0,0,3.56,35,4.6,4.6
Magic Action Box,magic-action-box,16.67,9.21,10000,0,0,3.26,26,4.2,4.2
Advanced Floating Content,advanced-floating-content-lite,16.650000000000002,9.21,10000,0,0,3.14,23,4.3,4.3
Clicky Analytics,clicky-analytics,16.64,9.21,10000,0,0,2.83,17,4.6,4.6
WordPress Colorbox Lightbox,wp-colorbox,16.6,9.21,10000,0,0,3.09,22,4.3,4.3
WP Datepicker,wp-datepicker,16.6,8.7,6000,0,0,3.3,27,4.6,4.6
Easy AdSense Ads &#8211; Ad Inserter &amp; AdSense Ad Manager,easy-adsense-ads-scripts-manager,16.6,8.7,6000,0,0,3.0,20,4.9,4.9
Ultimate Carousel For WPBakery Page Builder (formerly Visual Composer),ultimate-carousel-for-visual-composer,16.57,9.21,10000,0,0,2.56,13,4.8,4.8
Testimonial – Best Testimonial Slider Plugin for WordPress,testimonial-free,16.57,9.21,10000,0,0,3.26,26,4.1,4.1
Image Hover Effects Addon for Elementor,image-hover-effects-addon-for-elementor,16.560000000000002,9.1,9000,0,0,2.56,13,4.9,4.9
Schema App Structured Data,schema-app-structured-data-for-schemaorg,16.54,9.21,10000,0,0,3.33,28,4.0,4.0
WPB WooCommerce Product Slider,wpb-woocommerce-product-slider,16.53,9.1,9000,0,0,3.43,31,4.0,4.0
Lazy Loader,lazy-loading-responsive-images,16.52,8.52,5000,0,0,3.4,30,4.6,4.6
Simple Link Directory,simple-link-directory,16.52,7.6,2000,0,0,4.22,68,4.7,4.7
Docxpresso,docxpresso,16.52,8.7,6000,0,0,3.22,25,4.6,4.6
WCFM Membership &#8211; WooCommerce Memberships for Multivendor Marketplace,wc-multivendor-membership,16.51,9.21,10000,0,0,2.3,10,5.0,5.0
Frontend Dashboard,frontend-dashboard,16.509999999999998,6.91,1000,0,0,4.6,99,5.0,5.0
SearchIQ &#8211; The Search Solution,searchiq,16.509999999999998,6.91,1000,0,0,4.7,110,4.9,4.9
Product Gallery Slider for Woocommerce,woo-product-gallery-slider,16.490000000000002,8.85,7000,0,0,3.14,23,4.5,4.5
Themify Builder,themify-builder,16.41,9.21,10000,0,0,2.2,9,5.0,5.0
Twenty20 Image Before-After,twenty20,16.41,9.21,10000,0,0,3.4,30,3.8,3.8
Wonder Slider Lite,wonderplugin-slider-lite,16.400000000000002,9.21,10000,0,0,2.89,18,4.3,4.3
Fusion Page Builder : Extension &#8211; Video,fusion-extension-video,16.4,6.4,600,10,1,0,0,0.0,0.0
Hide Related Video Youtube,hide-related-video-youtube,16.4,6.4,600,10,1,0,0,0.0,0.0
OT Flatsome Vertical Menu,ot-flatsome-vertical-menu,16.39,8.85,7000,0,0,2.64,14,4.9,4.9
HT Mega &#8211; Absolute Addons for Elementor Page Builder,ht-mega-for-elementor,16.380000000000003,9.21,10000,0,0,2.77,16,4.4,4.4
Premium Blocks for Gutenberg,premium-blocks-for-gutenberg,16.38,8.29,4000,0,0,3.09,22,5.0,5.0
Easy Image Collage,easy-image-collage,16.34,8.7,6000,0,0,2.94,19,4.7,4.7
WP Crowdfunding,wp-crowdfunding,16.34,8.01,3000,0,0,3.93,51,4.4,4.4
Images Slideshow by 2J &#8211; Image Slider,2j-slideshow,16.339999999999996,8.29,4000,0,0,3.95,52,4.1,4.1
"WooCommerce PDF Invoices, Packing Slips, Delivery Notes &amp; Shipping Labels",print-invoices-packing-slip-labels-for-woocommerce,16.339999999999996,8.7,6000,0,0,3.04,21,4.6,4.6
WP Shortcode by MyThemeShop,wp-shortcode,16.3,10.82,50000,0,0,2.08,8,3.4,3.4
WPSSO Schema JSON-LD Markup for Google Rich Results SEO and Pinterest Rich Pins,wpsso-schema-json-ld,16.299999999999997,8.01,3000,0,0,3.69,40,4.6,4.6
New Google Plus Badge Widget,new-google-plus-badge-widget,16.29,9.21,10000,0,0,2.48,12,4.6,4.6
Blogger To WordPress,blogger-to-wordpress-redirection,16.29,8.7,6000,0,0,3.09,22,4.5,4.5
Smart Cookie Kit,smart-cookie-kit,16.29,8.29,4000,0,0,3.0,20,5.0,5.0
Jackmail Newsletters,jackmail-newsletters,16.29,7.6,2000,0,0,3.99,54,4.7,4.7
WP AMP Ninja,wp-amp-ninja,16.28,8.99,8000,0,0,3.09,22,4.2,4.2
wordpress responsive thumbnail carousel slider,wp-responsive-thumbnail-slider,16.240000000000002,8.7,6000,0,0,3.14,23,4.4,4.4
WP Page Builder,wp-pagebuilder,16.240000000000002,8.52,5000,0,0,3.22,25,4.5,4.5
WP Post And Widget For Instagram,wp-instagram-post,16.22,8.52,5000,0,0,3.4,30,4.3,4.3
WP Videos,video-sync-for-vimeo,16.21,6.21,500,10,1,0,0,0.0,0.0
"Image Gallery &#8211; Lightbox Gallery, Responsive Gallery",new-image-gallery,16.21,8.01,3000,0,0,3.5,33,4.7,4.7
Fusion Page Builder,fusion,16.18,8.7,6000,0,0,2.48,12,5.0,5.0
WooCommerce Conversion Tracking,woocommerce-conversion-tracking,16.16,9.9,20000,0,0,2.56,13,3.7,3.7
Genesis Layout Extras &#8211; Default Layouts in Genesis for WordPress,genesis-layout-extras,16.16,9.21,10000,0,0,1.95,7,5.0,5.0
Google Analytics by BestWebSoft,bws-google-analytics,16.13,8.29,4000,0,0,3.14,23,4.7,4.7
WordPress Tooltips,wordpress-tooltips,16.119999999999997,8.29,4000,0,0,3.83,46,4.0,4.0
Pricing Table by PickPlugins,pricingtable,16.119999999999997,8.29,4000,0,0,2.83,17,5.0,5.0
Custom Instagram Feed,easy-instagram-feed,16.1,8.7,6000,0,0,3.0,20,4.4,4.4
Encyclopedia / Glossary / Wiki,encyclopedia-lexicon-glossary-wiki-dictionary,16.1,7.6,2000,0,0,4.9,134,3.6,3.6
Unfiltered MU,unfiltered-mu,16.049999999999997,8.85,7000,0,0,2.3,10,4.9,4.9
DsgnWrks Importer for Instagram,dsgnwrks-instagram-importer,16.02,8.29,4000,0,0,3.53,34,4.2,4.2
Divi Supreme Modules,supreme-modules-for-divi,16.0,9.21,10000,0,0,1.79,6,5.0,5.0
wpDataTables Lite &#8211; WordPress Table Plugin,wpdatatables,15.99,9.9,20000,0,0,3.09,22,3.0,3.0
Youtube with fancy zoom,youtube-with-fancy-zoom,15.99,5.99,400,10,1,0,0,0.0,0.0
Essential Real Estate,essential-real-estate,15.969999999999999,8.29,4000,0,0,3.18,24,4.5,4.5
WP Mautic,wp-mautic,15.95,9.1,9000,0,0,1.95,7,4.9,4.9
Gravity Forms Advanced File Uploader,gravity-forms-advanced-file-uploader,15.94,8.01,3000,0,0,3.33,28,4.6,4.6
Options for Twenty Seventeen,options-for-twenty-seventeen,15.93,8.29,4000,0,0,2.64,14,5.0,5.0
Elementor Addons &#8211;  PowerPack Lite for Elementor,powerpack-lite-for-elementor,15.93,8.52,5000,0,0,2.71,15,4.7,4.7
PressPermit,press-permit-core,15.92,8.52,5000,0,0,3.5,33,3.9,3.9
Minimum Purchase for WooCommerce,minimum-purchase-for-woocommerce,15.919999999999998,8.29,4000,0,0,3.53,34,4.1,4.1
Ultimate Reviews,ultimate-reviews,15.919999999999998,8.01,3000,0,0,3.71,41,4.2,4.2
Smartsupp Live Chat,smartsupp-live-chat,15.89,9.21,10000,0,0,2.48,12,4.2,4.2
Prevent Direct Access,prevent-direct-access,15.89,6.8,900,0,0,4.19,66,4.9,4.9
Twitter Button by BestWebSoft,twitter-plugin,15.889999999999999,8.52,5000,0,0,2.77,16,4.6,4.6
MetaSlider Lightbox,ml-slider-lightbox,15.86,9.21,10000,0,0,1.95,7,4.7,4.7
Social Media Icons &#8211; Social Icons Widget,new-social-media-widget,15.86,8.29,4000,0,0,2.77,16,4.8,4.8
Orion SMS OTP Verification,orion-sms-otp-verification,15.850000000000001,6.91,1000,0,0,4.14,63,4.8,4.8
Responsive Slider by MotoPress,motopress-slider-lite,15.85,8.52,5000,0,0,2.83,17,4.5,4.5
MyBookTable Bookstore by Author Media,mybooktable,15.819999999999999,8.29,4000,0,0,3.53,34,4.0,4.0
Ultimate Maps by Supsystic,ultimate-maps-by-supsystic,15.809999999999999,8.01,3000,0,0,3.0,20,4.8,4.8
WPNewsman Lite,wpnewsman-newsletters,15.809999999999999,6.91,1000,0,0,4.2,67,4.7,4.7
Alphabetic Pagination,alphabetic-pagination,15.8,6.91,1000,0,0,4.09,60,4.8,4.8
Link Checker,link-checker,15.8,9.21,10000,0,0,2.89,18,3.7,3.7
MediaPress,mediapress,15.799999999999999,7.6,2000,0,0,3.3,27,4.9,4.9
WooCommerce Image Zoom,woocommerce-image-zoom,15.799999999999999,8.99,8000,0,0,2.71,15,4.1,4.1
Dashboard Welcome for Elementor,dashboard-welcome-for-elementor,15.78,8.7,6000,0,0,2.08,8,5.0,5.0
Gantry 4 Framework,gantry,15.750000000000002,9.21,10000,0,0,2.64,14,3.9,3.9
SP Project &amp; Document Manager,sp-client-document-manager,15.719999999999999,8.01,3000,0,0,3.71,41,4.0,4.0
WP101,wp101,15.71,9.21,10000,0,0,2.3,10,4.2,4.2
CM Pop-Up banners for WordPress,cm-pop-up-banners,15.71,9.21,10000,0,0,2.3,10,4.2,4.2
Videos,videos,15.7,5.7,300,10,1,0,0,0.0,0.0
Polo Video Gallery &#8211; Best wordpress video gallery plugin,polo-video-gallery,15.69,0,0,10,1,0.69,2,5.0,5.0
Pootle Pagebuilder &#8211; WordPress Page builder,pootle-page-builder,15.69,8.29,4000,0,0,3.5,33,3.9,3.9
Request a Quote,request-a-quote,15.68,7.6,2000,0,0,3.18,24,4.9,4.9
Resume Builder,resume-builder,15.66,8.7,6000,0,0,2.56,13,4.4,4.4
Best Quiz Plugin for WordPress: WP Quiz,wp-quiz,15.650000000000002,9.21,10000,0,0,3.14,23,3.3,3.3
"Video SEO, Youtube SEO Sitemap",xml-sitemap-generator-for-videos,15.61,4.61,100,10,1,0.0,1,1.0,1.0
Weaver Xtreme Theme Support,weaverx-theme-support,15.600000000000001,9.21,10000,0,0,1.39,4,5.0,5.0
Theme Blvd Layout Builder,theme-blvd-layout-builder,15.6,8.99,8000,0,0,1.61,5,5.0,5.0
Page Builder: PageLayer &#8211; Drag and Drop website builder,pagelayer,15.6,10.6,40000,0,0,0.0,1,5.0,5.0
WRC Pricing Tables,wrc-pricing-tables,15.59,8.01,3000,0,0,3.18,24,4.4,4.4
Sitemap Generator,mb-sitemap-generator,15.58,9.21,10000,0,0,2.77,16,3.6,3.6
Grid Plus &#8211; Unlimited grid layout,grid-plus,15.55,8.85,7000,0,0,3.0,20,3.7,3.7
WPB Accordion Menu or Category,wpb-accordion-menu-or-category,15.53,8.29,4000,0,0,3.14,23,4.1,4.1
Exit Popup,exit-popup,15.48,8.29,4000,0,0,2.89,18,4.3,4.3
Directorist &#8211; Business Directory Plugin,directorist,15.48,7.6,2000,0,0,3.18,24,4.7,4.7
XT WooCommerce Floating Cart,woo-floating-cart-lite,15.459999999999999,8.29,4000,0,0,2.77,16,4.4,4.4
Responsive Portfolio &#8211; Responsive Image Gallery,responsive-portfolio,15.43,7.6,2000,0,0,3.53,34,4.3,4.3
Easy Accordion &#8211; Best Accordion FAQ Plugin for WordPress,easy-accordion-free,15.43,8.29,4000,0,0,2.94,19,4.2,4.2
Ebook Store,ebook-store,15.420000000000002,6.91,1000,0,0,3.81,45,4.7,4.7
StoreYa&#039;s Shop to Facebook for WooCommerce,facebook-shop-by-storeyacom,15.379999999999999,8.52,5000,0,0,3.26,26,3.6,3.6
Easy Upload Files During Checkout,easy-upload-files-during-checkout,15.370000000000001,6.91,1000,0,0,3.76,43,4.7,4.7
Dynamic Conditions,dynamicconditions,15.37,7.6,2000,0,0,2.77,16,5.0,5.0
WP Scraper,wp-scraper,15.34,8.01,3000,0,0,2.83,17,4.5,4.5
Embedly,embedly,15.330000000000002,8.99,8000,0,0,3.04,21,3.3,3.3
Simplest Gallery Plugin,simplest-gallery,15.329999999999998,8.29,4000,0,0,2.94,19,4.1,4.1
"Gallery &#8211; WordPress Gallery, Photo Gallery",new-photo-gallery,15.309999999999999,7.6,2000,0,0,2.71,15,5.0,5.0
Aparat,aparat,15.309999999999999,8.01,3000,0,0,2.3,10,5.0,5.0
Sitelinks Search Box,sitelinks-search-box,15.309999999999999,8.52,5000,0,0,1.79,6,5.0,5.0
WPD Beaver Builder Additions,wpd-bb-additions,15.309999999999999,8.01,3000,0,0,2.3,10,5.0,5.0
WordPress Slider Plugin &#8211; WP 1 Slider,wp-1-slider,15.290000000000001,9.21,10000,0,0,2.08,8,4.0,4.0
Responsive Filterable Portfolio,responsive-filterable-portfolio,15.27,8.01,3000,0,0,2.56,13,4.7,4.7
Multiline files upload for contact form 7,multiline-files-for-contact-form-7,15.25,8.01,3000,0,0,2.64,14,4.6,4.6
Woo Shortcodes Kit,woo-shortcodes-kit,15.24,7.6,2000,0,0,2.64,14,5.0,5.0
Gallery Box,gallery-box,15.239999999999998,7.6,2000,0,0,2.94,19,4.7,4.7
Just Custom Fields,just-custom-fields,15.219999999999999,8.01,3000,0,0,2.71,15,4.5,4.5
Livemesh Addons for Beaver Builder,addons-for-beaver-builder,15.21,8.01,3000,0,0,2.2,9,5.0,5.0
Tockify Events Calendar,tockify-events-calendar,15.18,8.01,3000,0,0,2.77,16,4.4,4.4
Image Hover Effects Css3,image-hover-effects-css3,15.139999999999999,7.6,2000,0,0,2.94,19,4.6,4.6
Smartideo,smartideo,15.129999999999999,8.52,5000,0,0,1.61,5,5.0,5.0
WP Awesome FAQ Plugin,wp-awesome-faq,15.120000000000001,8.52,5000,0,0,3.4,30,3.2,3.2
Pearl Header Builder,pearl-header-builder,15.11,8.7,6000,0,0,1.61,5,4.8,4.8
StagTools,stagtools,15.09,8.7,6000,0,0,1.39,4,5.0,5.0
GS Testimonial Slider,gs-testimonial,15.09,8.01,3000,0,0,3.18,24,3.9,3.9
Modal Window &#8211; create popup modal window,modal-window,15.06,9.1,9000,0,0,2.56,13,3.4,3.4
Launcher: Coming Soon &amp; Maintenance Mode,launcher,15.05,8.85,7000,0,0,2.4,11,3.8,3.8
Essential WPBakery Page Builder (formerly Visual Composer) Addons,vc-shortcodes,15.03,9.1,9000,0,0,2.83,17,3.1,3.1
Premium Portfolio Features for Phlox theme,auxin-portfolio,15.02,9.21,10000,0,0,1.61,5,4.2,4.2
SlideDeck &#8211; Responsive WordPress Slider Plugin,slidedeck,15.0,8.52,5000,0,0,2.48,12,4.0,4.0
Sapo Videos oEmbed,sapo-videos-o-embed,15.0,0,0,10,1,0.0,1,5.0,5.0
Videos on Admin Dashboard,videos-on-admin-dashboard,15.0,0,0,10,1,0.0,1,5.0,5.0
Video Popup Block,video-popup-block,15.0,0,0,10,1,0.0,1,5.0,5.0
"Spreebie Transcoder – Resize, Compress and Store Video",spreebie-transcoder,15.0,0,0,10,1,0.0,1,5.0,5.0
MyCurator Content Curation,mycurator,14.99,7.6,2000,0,0,2.89,18,4.5,4.5
Contests by Rewards Fuel,contests-from-rewards-fuel,14.98,6.91,1000,0,0,3.87,48,4.2,4.2
SMTP by BestWebSoft,bws-smtp,14.97,8.01,3000,0,0,2.56,13,4.4,4.4
YITH WooCommerce Tab Manager,yith-woocommerce-tab-manager,14.969999999999999,8.7,6000,0,0,2.77,16,3.5,3.5
HREFLANG Tags Lite,hreflang-tags-by-dcgws,14.940000000000001,8.85,7000,0,0,2.89,18,3.2,3.2
Subscriber by BestWebSoft,subscriber,14.909999999999998,8.01,3000,0,0,2.3,10,4.6,4.6
Stylish Price List,stylish-price-list,14.89,6.91,1000,0,0,3.18,24,4.8,4.8
Mihdan: Ajax Edit Comments,wp-ajax-edit-comments,14.89,7.6,2000,0,0,2.89,18,4.4,4.4
smart User Slug Hider,smart-user-slug-hider,14.89,6.91,1000,0,0,3.18,24,4.8,4.8
WP Ultimate Post Grid,wp-ultimate-post-grid,14.879999999999999,8.01,3000,0,0,2.77,16,4.1,4.1
hashtagger,hashtagger,14.870000000000001,6.91,1000,0,0,3.26,26,4.7,4.7
Frontend File Manager Plugin,nmedia-user-file-uploader,14.870000000000001,7.6,2000,0,0,3.47,32,3.8,3.8
Membership by Supsystic,membership-by-supsystic,14.870000000000001,6.91,1000,0,0,3.26,26,4.7,4.7
Donations Made Easy &#8211; Smart Donations,smart-donations,14.850000000000001,8.01,3000,0,0,3.04,21,3.8,3.8
Responsive Slider &#8211; Sangar Slider,sangar-slider-lite,14.85,6.91,1000,0,0,2.94,19,5.0,5.0
Custom Search by BestWebSoft,custom-search-plugin,14.83,7.6,2000,0,0,3.33,28,3.9,3.9
"Tab &#8211; Accordion, FAQ",tabbed,14.83,7.6,2000,0,0,2.83,17,4.4,4.4
Portfolio by BestWebSoft,portfolio,14.83,8.01,3000,0,0,3.22,25,3.6,3.6
Layer Slider,slider-slideshow,14.829999999999998,8.29,4000,0,0,2.94,19,3.6,3.6
Email download link,email-download-link,14.819999999999999,8.01,3000,0,0,2.71,15,4.1,4.1
Motors &#8211; Car Dealer &amp; Classified Ads WordPress Plugin,motors-car-dealership-classified-listings,14.81,9.21,10000,0,0,2.2,9,3.4,3.4
Create by Mediavine,mediavine-create,14.8,7.6,2000,0,0,2.2,9,5.0,5.0
Dashboard Welcome for Beaver Builder,dashboard-welcome-for-beaver-builder,14.8,8.01,3000,0,0,1.79,6,5.0,5.0
wp-Monalisa,wp-monalisa,14.8,6.91,1000,0,0,3.09,22,4.8,4.8
WP VR &#8211; 360 Panorama and virtual tour creator for WordPress,wpvr,14.79,7.6,2000,0,0,2.89,18,4.3,4.3
AweBooking &#8211; Hotel Booking System,awebooking,14.79,8.7,6000,0,0,2.89,18,3.2,3.2
Publish to Schedule,publish-to-schedule,14.739999999999998,7.6,2000,0,0,2.94,19,4.2,4.2
RumbleTalk Live Group Chat &#8211; HTML5,rumbletalk-chat-a-chat-with-themes,14.68,6.91,1000,0,0,3.47,32,4.3,4.3
Art WooCommerce Order One Click,art-woocommerce-order-one-click,14.68,6.91,1000,0,0,2.77,16,5.0,5.0
BuddyPress Members Only,buddypress-members-only,14.68,7.6,2000,0,0,3.18,24,3.9,3.9
Simple User Registration,wp-registration,14.67,6.91,1000,0,0,3.26,26,4.5,4.5
WebinarPress,wp-webinarsystem,14.64,7.6,2000,0,0,3.04,21,4.0,4.0
Slideshow CK,slideshow-ck,14.639999999999999,8.29,4000,0,0,1.95,7,4.4,4.4
"WP Coder &#8211; add custom html, css and js code",wp-coder,14.62,8.01,3000,0,0,1.61,5,5.0,5.0
Post Gallery,simple-post-gallery,14.610000000000001,8.01,3000,0,0,2.2,9,4.4,4.4
WordPress Bitcoin Payments &#8211; Blockonomics,blockonomics-bitcoin-payments,14.610000000000001,6.91,1000,0,0,3.3,27,4.4,4.4
WooCommerce PayPal Pro Payment Gateway,woocommerce-paypal-pro-payment-gateway,14.61,8.52,5000,0,0,1.79,6,4.3,4.3
Video Player Gallery with Responsive,video-player-gallery,14.61,4.61,100,10,1,0,0,0.0,0.0
Algori Video and Image Slider,algori-image-video-slider,14.61,4.61,100,10,1,0,0,0.0,0.0
Cart66 Cloud :: WordPress Ecommerce The Easy Way,cart66-cloud,14.61,6.4,600,0,0,3.61,37,4.6,4.6
WP Modal Popup with Cookie Integration,wp-modal-popup-with-cookie-integration,14.59,8.01,3000,0,0,2.08,8,4.5,4.5
User Role by BestWebSoft,user-role,14.589999999999998,8.29,4000,0,0,2.2,9,4.1,4.1
Show your social media posts: easy &amp; beautiful!,twine-social,14.57,7.6,2000,0,0,2.77,16,4.2,4.2
Landing Page,ultimate-landing-page-and-coming-soon-page,14.55,8.01,3000,0,0,3.14,23,3.4,3.4
Grid/List View for WooCommerce,gridlist-view-for-woocommerce,14.52,8.01,3000,0,0,2.71,15,3.8,3.8
Cherry Projects,cherry-projects,14.52,10.31,30000,0,0,1.61,5,2.6,2.6
Symbiostock &#8211; Sell Your Images!,symbiostock,14.510000000000002,6.55,700,0,0,3.66,39,4.3,4.3
Slider Ultimate,ultimate-slider,14.51,8.01,3000,0,0,2.4,11,4.1,4.1
Testimonial WordPress Plugin &#8211; AP Custom Testimonial,ap-custom-testimonial,14.509999999999998,8.7,6000,0,0,1.61,5,4.2,4.2
Coming Soon Pages for WordPress &#8211; Coming Soon Booster,wp-coming-soon-booster,14.48,6.91,1000,0,0,3.47,32,4.1,4.1
AMP WP &#8211; Google AMP For WordPress,amp-wp,14.440000000000001,6.91,1000,0,0,3.33,28,4.2,4.2
CM Download Manager,cm-download-manager,14.44,6.8,900,0,0,3.74,42,3.9,3.9
WooCommerce LightBox,woocommerce-lightbox,14.409999999999998,8.01,3000,0,0,3.3,27,3.1,3.1
Team Members,tc-team-members,14.409999999999998,8.01,3000,0,0,2.3,10,4.1,4.1
Contact Form to DB by BestWebSoft,contact-form-to-db,14.4,7.6,2000,0,0,2.4,11,4.4,4.4
BlossomThemes Feed For Instagram,blossomthemes-instagram-feed,14.4,9.21,10000,0,0,0.69,2,4.5,4.5
Accordion,accordions-wp,14.4,7.6,2000,0,0,2.2,9,4.6,4.6
WP Notes Widget,wp-notes-widget,14.399999999999999,7.6,2000,0,0,2.3,10,4.5,4.5
Blue Admin,blue-admin,14.39,7.6,2000,0,0,1.79,6,5.0,5.0
Album Gallery &#8211; WordPress Gallery,new-album-gallery,14.39,6.91,1000,0,0,2.48,12,5.0,5.0
WP Bodymovin,wp-bodymovin,14.39,7.6,2000,0,0,1.79,6,5.0,5.0
Unlimited Addons for WPBakery Page Builder,unlimited-addons-for-wpbakery-page-builder,14.39,9.21,10000,0,0,2.08,8,3.1,3.1
Ghost Kit &#8211; Gutenberg Blocks and Templates Collection,ghostkit,14.39,6.91,1000,0,0,2.48,12,5.0,5.0
Art Decoration Shortcode,art-decoration-shortcode,14.389999999999999,8.29,4000,0,0,1.1,3,5.0,5.0
Comment Link Remove and Comment Tools,comment-link-remove,14.389999999999999,8.29,4000,0,0,1.1,3,5.0,5.0
Import XML and RSS Feeds,import-xml-feed,14.379999999999999,8.01,3000,0,0,2.77,16,3.6,3.6
Consolto VideoChat,consolto-videochat,14.379999999999999,4.38,80,10,1,0,0,0.0,0.0
iPanorama 360 WordPress Virtual Tour Builder,ipanorama-360-virtual-tour-builder-lite,14.349999999999998,8.7,6000,0,0,1.95,7,3.7,3.7
2Checkout Payment Gateway for WooCommerce,woocommerce-2checkout-payment,14.34,7.6,2000,0,0,2.64,14,4.1,4.1
Ultimate Gallery Master,ultimate-gallery-master,14.339999999999998,8.29,4000,0,0,1.95,7,4.1,4.1
Captcha by BestWebSoft,captcha-bws,14.329999999999998,8.52,5000,0,0,1.61,5,4.2,4.2
Foyer &#8211; Digital Signage for WordPress,foyer,14.31,6.91,1000,0,0,2.4,11,5.0,5.0
Load More Anything,ajax-load-more-anything,14.31,6.91,1000,0,0,3.0,20,4.4,4.4
Photo Gallery Slideshow &amp; Masonry Tiled Gallery,wp-responsive-photo-gallery,14.259999999999998,8.01,3000,0,0,1.95,7,4.3,4.3
Tinychat Video Chat,tc-video-chat,14.25,4.25,70,10,1,0,0,0.0,0.0
Easy Blocks – Gutenberg Blocks Page Builder,ultimate-blocks-for-gutenberg,14.25,6.91,1000,0,0,2.64,14,4.7,4.7
WordPress Landing Page &#8211; Squeeze Page &#8211; Responsive Landing Page Builder Free &#8211; WP Lead Plus X,free-sales-funnel-squeeze-pages-landing-page-builder-templates-make,14.24,8.85,7000,0,0,1.39,4,4.0,4.0
Find Posts Using Attachment,find-posts-using-attachment,14.24,6.91,1000,0,0,2.83,17,4.5,4.5
Owl Carousel WP,owl-carousel-wp,14.209999999999999,8.01,3000,0,0,2.3,10,3.9,3.9
OpenTickets Community Edition,opentickets-community-edition,14.2,6.91,1000,0,0,3.69,40,3.6,3.6
Advance Portfolio Grid,advance-portfolio-grid,14.2,6.91,1000,0,0,3.09,22,4.2,4.2
DELUCKS SEO,delucks-seo,14.190000000000001,6.91,1000,0,0,2.48,12,4.8,4.8
Yada Wiki,yada-wiki,14.190000000000001,6.91,1000,0,0,2.48,12,4.8,4.8
PayPal Events,easy-paypal-events-tickets,14.190000000000001,7.6,2000,0,0,1.79,6,4.8,4.8
WooCommerce Product Attachment,woo-product-attachment,14.18,7.6,2000,0,0,2.08,8,4.5,4.5
Chat Bro Live Group Chat,chatbro,14.18,6.91,1000,0,0,2.77,16,4.5,4.5
Zedna WP Image Lazy Load,wp-image-lazy-load,14.15,6.91,1000,0,0,2.64,14,4.6,4.6
Simple File List,simple-file-list,14.149999999999999,7.6,2000,0,0,1.95,7,4.6,4.6
"Flux Pearl Page Builder, Visual Editor, Web Page Builder HTML Editor, Page Designer, Site builder WYSWYG",fluxlive,14.14,6.91,1000,0,0,2.83,17,4.4,4.4
Profile Extra Fields by BestWebSoft,profile-extra-fields,14.110000000000001,6.91,1000,0,0,2.3,10,4.9,4.9
WP GoToWebinar,wp-gotowebinar,14.11,6.91,1000,0,0,2.2,9,5.0,5.0
Woocommerce Single Product Page Customizer,woo-single-product-page-customizer,14.11,8.01,3000,0,0,1.1,3,5.0,5.0
Universal Slider,fusion-slider,14.11,8.01,3000,0,0,1.1,3,5.0,5.0
Replain,replain,14.11,6.91,1000,0,0,2.2,9,5.0,5.0
Accordion Slider,accordion-slider-lite,14.11,6.91,1000,0,0,2.2,9,5.0,5.0
Visitors Online by BestWebSoft,visitors-online,14.100000000000001,8.01,3000,0,0,1.79,6,4.3,4.3
GIGA Slider,giga-slider,14.100000000000001,6.91,1000,0,0,2.89,18,4.3,4.3
Selz WordPress Ecommerce,selz-ecommerce,14.1,6.8,900,0,0,2.3,10,5.0,5.0
WP Accessibility Tools &amp; Missing Alt Text Finder,tool-for-ada-section-508-and-seo,14.09,6.55,700,0,0,2.64,14,4.9,4.9
Protect WordPress Videos,protect-wp-videos,14.09,4.09,60,10,1,0,0,0.0,0.0
Learning Courses,nd-learning,14.08,7.6,2000,0,0,2.48,12,4.0,4.0
Nemus Slider,nemus-slider,14.05,6.91,1000,0,0,2.64,14,4.5,4.5
WooCommerce Discounts Plus,woocommerce-discounts-plus,14.04,6.55,700,0,0,2.89,18,4.6,4.6
Wistia WordPress Plugin,wistia-wordpress-oembed-plugin,14.03,8.85,7000,0,0,2.08,8,3.1,3.1
Recencio Book Reviews,recencio-book-reviews,14.0,6.21,500,0,0,2.89,18,4.9,4.9
WP Categories Widget,wp-categories-widget,13.99,7.6,2000,0,0,1.39,4,5.0,5.0
ImageLinks Interactive Image Builder for WordPress,imagelinks-interactive-image-builder-lite,13.98,7.6,2000,0,0,2.08,8,4.3,4.3
WP Rocket Footer JS,rocket-footer-js,13.97,6.91,1000,0,0,2.56,13,4.5,4.5
