title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
Fast Video and Image Display,fast-video-and-image-display,20.48,4.09,60,10,1,1.39,4,5.0,5.0
Easy Digital Downloads HSS Extension for Streaming Video,easydigitaldownloads-hoststreamsell-extension,20.48,4.09,60,10,1,1.39,4,5.0,5.0
Video Comments Webcam Recorder,video-comments-webcam-recorder,20.479999999999997,4.38,80,10,1,1.1,3,5.0,5.0
Contact Widgets,contact-widgets,20.46,13.3,600000,0,0,2.56,13,4.6,4.6
Image Gallery by Robo – Responsive Photo Gallery,robo-gallery,20.409999999999997,10.6,40000,0,0,5.41,224,4.4,4.4
Clappr Video Player,embed-clappr,20.39,5.99,400,10,1,1.1,3,3.3,3.3
Tabs,tabs-responsive,20.39,9.9,20000,0,0,5.79,327,4.7,4.7
Live Chat with Facebook Messenger,fb-messenger-live-chat,20.38,10.31,30000,0,0,5.27,194,4.8,4.8
WPeMatico RSS Feed Fetcher,wpematico,20.36,9.9,20000,0,0,5.66,286,4.8,4.8
Related Video Widget For Post From Youtube,tube-video-widget-using-post-meta,20.35,4.25,70,10,1,1.1,3,5.0,5.0
Insert Html Snippet,insert-html-snippet,20.35,10.31,30000,0,0,5.14,170,4.9,4.9
WP Featherlight &#8211; A Simple jQuery Lightbox,wp-featherlight,20.34,11.0,60000,0,0,4.34,77,5.0,5.0
Responsive video embed,responsive-video-embed,20.3,5.3,200,10,1,0.0,1,5.0,5.0
VINUBIS Video Editor,vinubis-video-editor,20.299999999999997,4.61,100,10,1,0.69,2,5.0,5.0
WordPress Simple PayPal Shopping Cart,wordpress-simple-paypal-shopping-cart,20.28,10.6,40000,0,0,5.08,160,4.6,4.6
WOOF &#8211; Products Filter for WooCommerce,woocommerce-products-filter,20.28,11.16,70000,0,0,4.62,101,4.5,4.5
Slide Anything &#8211; Responsive Content / HTML Slider and Carousel,slide-anything,20.259999999999998,11.16,70000,0,0,4.5,90,4.6,4.6
Modula Image Gallery,modula-best-grid-gallery,20.259999999999998,10.82,50000,0,0,4.84,127,4.6,4.6
HSS Embed Streaming Video,hss-embed-streaming-video,20.189999999999998,4.09,60,10,1,1.1,3,5.0,5.0
mb.vimeoPlayer for background videos,wp-vimeoplayer,20.189999999999998,4.09,60,10,1,1.1,3,5.0,5.0
Pricing Table by Supsystic,pricing-table-by-supsystic,20.18,10.31,30000,0,0,5.37,214,4.5,4.5
Event Calendar WD &#8211; Responsive Event Calendar plugin,event-calendar-wd,20.18,10.31,30000,0,0,5.27,195,4.6,4.6
Google Sitemap by BestWebSoft,google-sitemap-plugin,20.17,11.16,70000,0,0,4.71,111,4.3,4.3
10Web Social Feed for Facebook,wd-facebook-feed,20.15,10.6,40000,0,0,5.15,172,4.4,4.4
Livemesh Addons for Elementor,addons-for-elementor,20.12,11.0,60000,0,0,4.32,75,4.8,4.8
Ultimate FAQ,ultimate-faqs,20.060000000000002,10.31,30000,0,0,5.25,190,4.5,4.5
Featured Image from URL,featured-image-from-url,20.02,10.6,40000,0,0,4.82,124,4.6,4.6
Youtube Video Search,youtube-post-search,20.009999999999998,3.91,50,10,1,1.1,3,5.0,5.0
Product Import Export for WooCommerce,product-import-export-for-woo,19.98,10.6,40000,0,0,4.68,108,4.7,4.7
Ivory Search &#8211; WordPress Search Plugin,add-search-to-menu,19.950000000000003,9.9,20000,0,0,5.15,173,4.9,4.9
Search &amp; Filter,search-filter,19.92,10.31,30000,0,0,4.81,123,4.8,4.8
Seriously Simple Podcasting,seriously-simple-podcasting,19.91,9.9,20000,0,0,5.21,184,4.8,4.8
Gmedia Photo Gallery,grand-media,19.91,9.9,20000,0,0,5.51,248,4.5,4.5
Yasr &#8211; Yet Another Stars Rating,yet-another-stars-rating,19.89,9.9,20000,0,0,5.29,198,4.7,4.7
Calendar by WD &#8211; Responsive Event Calendar,spider-event-calendar,19.86,9.9,20000,0,0,5.56,259,4.4,4.4
Page Builder: KingComposer &#8211; Free Drag and Drop page builder by King-Theme,kingcomposer,19.86,11.41,90000,0,0,3.95,52,4.5,4.5
Post Grid,post-grid,19.81,11.0,60000,0,0,4.51,91,4.3,4.3
WordPress Video Sticky,wp-video-sticky,19.799999999999997,4.61,100,10,1,0.69,2,4.5,4.5
WPGlobus &#8211; Multilingual Everything!,wpglobus,19.799999999999997,9.9,20000,0,0,5.3,201,4.6,4.6
Lazy Responsive Video Embed with Google Analytics and Piwik Tracking,marctv-jquery-video-embed,19.799999999999997,4.61,100,10,1,0.69,2,4.5,4.5
Quick Adsense,quick-adsense,19.79,11.51,100000,0,0,4.28,72,4.0,4.0
Editorial Calendar,editorial-calendar,19.78,10.6,40000,0,0,4.28,72,4.9,4.9
Able Player for WordPress,wp-able-player,19.78,4.09,60,10,1,0.69,2,5.0,5.0
Customer Reviews for WooCommerce,customer-reviews-woocommerce,19.76,9.21,10000,0,0,5.65,285,4.9,4.9
GDPR Cookie Compliance,gdpr-cookie-compliance,19.759999999999998,11.16,70000,0,0,4.2,67,4.4,4.4
WP Photo Album Plus,wp-photo-album-plus,19.700000000000003,9.9,20000,0,0,5.2,182,4.6,4.6
File Manager,file-manager,19.67,10.82,50000,0,0,4.75,116,4.1,4.1
Gallery by BestWebSoft,gallery-plugin,19.66,10.6,40000,0,0,5.06,157,4.0,4.0
Site Offline Or Coming Soon Or Maintenance Mode,site-offline,19.64,9.9,20000,0,0,4.94,140,4.8,4.8
Testimonials Widget,testimonials-widget,19.64,10.6,40000,0,0,4.74,114,4.3,4.3
Lazy Load by WP Rocket,rocket-lazy-load,19.61,11.0,60000,0,0,4.41,82,4.2,4.2
Free Livestream – Live Video Streaming with Hapity,wp-hapity,19.61,4.61,100,10,1,0.0,1,5.0,5.0
Mykraft Responsive Video Shortcode,mykraft-responsive-video-shortcode,19.61,4.61,100,10,1,0.0,1,5.0,5.0
SmartVideo,smartvideo,19.61,4.61,100,10,1,0.0,1,5.0,5.0
Modus YouTube Channel,modus-youtube-channel,19.61,4.61,100,10,1,0.0,1,5.0,5.0
Hola Free Video Player,hola-free-video-player,19.61,4.61,100,10,1,0.0,1,5.0,5.0
Install FitVids &#8211; Embed fluid width Videos,install-fitvids-embed-fluid-width-videos,19.61,4.61,100,10,1,0.0,1,5.0,5.0
Ultimate Multi Design Video Carousel,ultimate-multi-design-video-carousel,19.61,4.61,100,10,1,0.0,1,5.0,5.0
Smiling Video player and video content,smiling-video,19.6,3.91,50,10,1,0.69,2,5.0,5.0
GS Youtube Gallery,gs-youtube-gallery,19.6,3.91,50,10,1,0.69,2,5.0,5.0
Testimonial Rotator,testimonial-rotator,19.58,10.82,50000,0,0,4.36,78,4.4,4.4
WP Recipe Maker,wp-recipe-maker,19.55,9.9,20000,0,0,4.65,105,5.0,5.0
Sidebar Widgets by CodeLights,codelights-shortcodes-and-widgets,19.54,11.41,90000,0,0,3.53,34,4.6,4.6
Disqus Comment System,disqus-comment-system,19.53,11.51,100000,0,0,5.22,185,2.8,2.8
Visitors Traffic Real Time Statistics,visitors-traffic-real-time-statistics,19.509999999999998,10.6,40000,0,0,4.71,111,4.2,4.2
Embed Any Document,embed-any-document,19.44,11.0,60000,0,0,4.14,63,4.3,4.3
Remove Footer Credit,remove-footer-credit,19.43,10.82,50000,0,0,3.81,45,4.8,4.8
"WP User Frontend &#8211; Membership, Profile, Registration &amp; Post Submission Plugin for WordPress",wp-user-frontend,19.42,9.9,20000,0,0,5.52,249,4.0,4.0
Crelly Slider,crelly-slider,19.410000000000004,9.9,20000,0,0,4.61,100,4.9,4.9
Forget About Shortcode Buttons,forget-about-shortcode-buttons,19.41,10.6,40000,0,0,4.11,61,4.7,4.7
Photo Video Store,photo-video-store,19.400000000000002,5.3,200,10,1,1.1,3,3.0,3.0
MAS Videos,masvideos,19.38,4.38,80,10,1,0.0,1,5.0,5.0
Livemesh SiteOrigin Widgets,livemesh-siteorigin-widgets,19.37,10.31,30000,0,0,4.36,78,4.7,4.7
FooBox Image Lightbox WordPress Plugin,foobox-image-lightbox,19.32,11.51,100000,0,0,4.11,61,3.7,3.7
Wp-Insert,wp-insert,19.29,9.9,20000,0,0,4.89,133,4.5,4.5
Timber,timber-library,19.29,10.31,30000,0,0,4.08,59,4.9,4.9
Brizy &#8211; Page Builder,brizy,19.28,10.82,50000,0,0,4.16,64,4.3,4.3
"Poll, Survey, Form &amp; Quiz Maker by OpinionStage",social-polls-by-opinionstage,19.26,9.21,10000,0,0,5.55,256,4.5,4.5
Carousel Slider,carousel-slider,19.259999999999998,10.6,40000,0,0,4.56,96,4.1,4.1
Postie,postie,19.25,9.9,20000,0,0,4.65,105,4.7,4.7
Custom Login,custom-login,19.25,11.0,60000,0,0,4.55,95,3.7,3.7
"Coming Soon, Under Construction &amp; Maintenance Mode By Dazzler",coming-soon-wp,19.230000000000004,9.21,10000,0,0,5.12,168,4.9,4.9
Advanced File Manager,file-manager-advanced,19.2,9.9,20000,0,0,4.6,99,4.7,4.7
Ninja Tables &#8211; Best WP Data Table Plugin for WordPress,ninja-tables,19.160000000000004,10.31,30000,0,0,4.45,86,4.4,4.4
"WPSSO Core &#8211; Advanced Open Graph, Rich Pin, Twitter Card, Social Meta Tags, SEO Rich Results, Schema Markup",wpsso,19.14,9.21,10000,0,0,5.33,206,4.6,4.6
Stackable &#8211; Gutenberg Blocks,stackable-ultimate-gutenberg-blocks,19.130000000000003,9.21,10000,0,0,5.02,151,4.9,4.9
Custom Post Types and Custom Fields creator &#8211; WCK,wck-custom-fields-and-custom-post-types-creator,19.1,9.9,20000,0,0,4.5,90,4.7,4.7
Portfolio Gallery &#8211; Image Gallery WordPress Plugin,portfolio-filter-gallery,19.09,9.21,10000,0,0,5.08,160,4.8,4.8
WP Tab Widget,wp-tab-widget,19.09,11.16,70000,0,0,3.43,31,4.5,4.5
SeedX Video Gallery for WooCommerce,seedx-video-gallery-for-woocommerce,19.09,3.4,30,10,1,0.69,2,5.0,5.0
WP YouTube Video Optimizer,wp-youtube-video-optimizer,19.05,4.25,70,10,1,1.1,3,3.7,3.7
"s2Member Framework (Member Roles, Capabilities, Membership, PayPal Members)",s2member,19.04,9.9,20000,0,0,5.24,189,3.9,3.9
WP Review,wp-review,19.03,11.16,70000,0,0,4.57,97,3.3,3.3
"Astra Starter Sites – Elementor, Beaver Builder &amp; Gutenberg Templates",astra-sites,19.02,11.51,100000,0,0,2.71,15,4.8,4.8
Insert Pages,insert-pages,19.0,10.31,30000,0,0,3.89,49,4.8,4.8
Algori 360 Video,360-video,18.990000000000002,5.3,200,10,1,0.69,2,3.0,3.0
Accordion,accordions,18.97,10.31,30000,0,0,4.16,64,4.5,4.5
WP SEO Structured Data Schema,wp-seo-structured-data-schema,18.96,10.6,40000,0,0,4.06,58,4.3,4.3
Kadence Blocks – Gutenberg Page Builder Toolkit,kadence-blocks,18.92,10.31,30000,0,0,3.61,37,5.0,5.0
Discount Rules for WooCommerce,woo-discount-rules,18.91,9.21,10000,0,0,5.0,149,4.7,4.7
Cookiebot | GDPR Compliant Cookie Consent and Notice,cookiebot,18.91,10.31,30000,0,0,4.5,90,4.1,4.1
Aparat Videos RSS Reader | GRAD,grad-aparat-rss,18.91,3.91,50,10,1,0.0,1,5.0,5.0
WOOCS &#8211; Currency Switcher for WooCommerce. Multi Currency and Multi Pay for WooCommerce,woocommerce-currency-switcher,18.89,10.6,40000,0,0,4.29,73,4.0,4.0
WordPress File Upload,wp-file-upload,18.880000000000003,9.9,20000,0,0,4.38,80,4.6,4.6
Smart Forms &#8211; when you need more than just a contact form,smart-forms,18.87,9.21,10000,0,0,5.16,174,4.5,4.5
"WP Offload Media Lite for Amazon S3, DigitalOcean Spaces, and Google Cloud Storage",amazon-s3-and-cloudfront,18.869999999999997,10.6,40000,0,0,4.17,65,4.1,4.1
Charitable &#8211; Donation Plugin,charitable,18.86,9.21,10000,0,0,4.75,116,4.9,4.9
WP eCommerce,wp-e-commerce,18.849999999999998,9.9,20000,0,0,5.55,258,3.4,3.4
User Profile Picture,metronet-profile-picture,18.81,10.6,40000,0,0,3.61,37,4.6,4.6
Product Catalog,ultimate-product-catalogue,18.770000000000003,9.21,10000,0,0,4.96,142,4.6,4.6
Transposh WordPress Translation,transposh-translation-filter-for-wordpress,18.76,9.9,20000,0,0,4.56,96,4.3,4.3
Advanced iFrame,advanced-iframe,18.76,10.82,50000,0,0,3.64,38,4.3,4.3
WP Content Copy Protection,wp-content-copy-protection,18.75,10.31,30000,0,0,4.94,140,3.5,3.5
Cool Timeline,cool-timeline,18.740000000000002,9.21,10000,0,0,4.93,138,4.6,4.6
WPC Product Videos for WooCommerce,woo-product-videos,18.700000000000003,5.3,200,10,1,1.1,3,2.3,2.3
Responsive Pricing Table,dk-pricr-responsive-pricing-table,18.700000000000003,9.9,20000,0,0,4.2,67,4.6,4.6
IgniteUp &#8211; Coming Soon and Maintenance Mode,igniteup,18.7,10.31,30000,0,0,3.69,40,4.7,4.7
"rtMedia for WordPress, BuddyPress and bbPress",buddypress-media,18.61,9.9,20000,0,0,4.91,135,3.8,3.8
WooCommerce PPOM,woocommerce-product-addon,18.6,9.21,10000,0,0,4.89,133,4.5,4.5
"Photonic Gallery &amp; Lightbox for Flickr, SmugMug, Google Photos, Zenfolio and Instagram",photonic,18.59,9.21,10000,0,0,4.68,108,4.7,4.7
Slider by Supsystic,slider-by-supsystic,18.580000000000002,9.21,10000,0,0,4.67,107,4.7,4.7
Media from FTP,media-from-ftp,18.58,9.9,20000,0,0,4.08,59,4.6,4.6
WordPress Page Builder by MotoPress,motopress-content-editor-lite,18.55,9.21,10000,0,0,4.54,94,4.8,4.8
Fourteen Colors,fourteen-colors,18.55,9.9,20000,0,0,3.85,47,4.8,4.8
PickPlugins Product Slider for WooCommerce,woocommerce-products-slider,18.53,9.9,20000,0,0,4.13,62,4.5,4.5
Gallery – Photo Albums Plugin,easy-media-gallery,18.52,9.1,9000,0,0,5.62,276,3.8,3.8
Gallery &#8211; Flagallery Photo Portfolio,flash-album-gallery,18.48,9.9,20000,0,0,4.58,98,4.0,4.0
Coming soon and Maintenance mode,coming-soon-page,18.46,9.9,20000,0,0,4.36,78,4.2,4.2
WP News and Scrolling Widgets,sp-news-and-widget,18.410000000000004,9.9,20000,0,0,4.11,61,4.4,4.4
Easy Coming Soon,easy-coming-soon,18.400000000000002,9.21,10000,0,0,4.69,109,4.5,4.5
Unite Gallery Lite,unite-gallery-lite,18.369999999999997,9.9,20000,0,0,3.87,48,4.6,4.6
Widgets for SiteOrigin,widgets-for-siteorigin,18.36,10.6,40000,0,0,3.56,35,4.2,4.2
The Events Calendar Shortcode &amp; Block,the-events-calendar-shortcode,18.33,9.9,20000,0,0,3.93,51,4.5,4.5
Markup (JSON-LD) structured in schema.org,wp-structuring-markup,18.31,9.9,20000,0,0,3.71,41,4.7,4.7
Nimble Page Builder,nimble-builder,18.3,10.31,30000,0,0,3.09,22,4.9,4.9
"Styles &amp; Layouts for Gravity Forms &#8211; Best Gravity Forms Styler, Designer",styles-and-layouts-for-gravity-forms,18.28,9.9,20000,0,0,4.08,59,4.3,4.3
OG,og,18.27,9.21,10000,0,0,4.26,71,4.8,4.8
Fullwidth Templates for Any Theme &amp; Page Builder,fullwidth-templates,18.25,10.31,30000,0,0,3.14,23,4.8,4.8
GS Logo Slider,gs-logo-slider,18.240000000000002,9.21,10000,0,0,4.33,76,4.7,4.7
Pixel Caffeine,pixel-caffeine,18.240000000000002,10.6,40000,0,0,3.14,23,4.5,4.5
Multi Currency for WooCommerce &#8211; The best free currency exchange plugin &#8211; Run smoothly on WooCommerce 3.x,woo-multi-currency,18.23,9.21,10000,0,0,4.72,112,4.3,4.3
Easy Custom Sidebars,easy-custom-sidebars,18.21,10.31,30000,0,0,3.4,30,4.5,4.5
Gallery Lightbox,gallery-lightbox-slider,18.19,9.21,10000,0,0,4.08,59,4.9,4.9
CM Tooltip Glossary,enhanced-tooltipglossary,18.169999999999998,9.1,9000,0,0,4.77,118,4.3,4.3
Facebook Button by BestWebSoft,facebook-button-plugin,18.15,9.9,20000,0,0,4.25,70,4.0,4.0
Smooth Slider,smooth-slider,18.130000000000003,9.21,10000,0,0,4.62,101,4.3,4.3
Custom Login Page Customizer &#8211; Login Designer,login-designer,18.03,9.1,9000,0,0,4.03,56,4.9,4.9
Video Tab For WooCommerce,video-tab-for-woocommerce,18.009999999999998,8.01,3000,10,1,0,0,0.0,0.0
YT Player,yt-player,18.0,3.0,20,10,1,0.0,1,5.0,5.0
Woocommerce Product Addons,woo-custom-product-addons,17.98,8.85,7000,0,0,4.13,62,5.0,5.0
Responsive Lightbox,responsive-lightbox-lite,17.97,9.9,20000,0,0,3.47,32,4.6,4.6
WP Ultimate Recipe,wp-ultimate-recipe,17.97,9.21,10000,0,0,4.26,71,4.5,4.5
Code Embed,simple-embed-code,17.96,9.9,20000,0,0,3.26,26,4.8,4.8
Custom Icons for Elementor,custom-icons-for-elementor,17.950000000000003,10.31,30000,0,0,3.14,23,4.5,4.5
"Free WhatsApp, Messenger, Telegram, Email, SMS, Maps, Chat &amp; Call button &#8211; Chaty",chaty,17.950000000000003,8.99,8000,0,0,4.06,58,4.9,4.9
Load More Products for WooCommerce,load-more-products-for-woocommerce,17.91,8.85,7000,0,0,4.16,64,4.9,4.9
Schema &amp; Structured Data for WP &amp; AMP,schema-and-structured-data-for-wp,17.9,9.21,10000,0,0,4.09,60,4.6,4.6
ARI Fancy Lightbox &#8211; WordPress Popup,ari-fancy-lightbox,17.880000000000003,9.21,10000,0,0,3.87,48,4.8,4.8
WP Google Analytics Events,wp-google-analytics-events,17.869999999999997,9.9,20000,0,0,3.37,29,4.6,4.6
Advanced Product Labels for WooCommerce,advanced-product-labels-for-woocommerce,17.84,8.85,7000,0,0,3.99,54,5.0,5.0
Genesis Columns Advanced,genesis-columns-advanced,17.84,9.9,20000,0,0,3.14,23,4.8,4.8
Easy Property Listings,easy-property-listings,17.84,8.7,6000,0,0,4.44,85,4.7,4.7
WP Accessibility Helper (WAH),wp-accessibility-helper,17.84,9.21,10000,0,0,3.83,46,4.8,4.8
Social LikeBox &amp; Feed,facebook-by-weblizar,17.84,10.6,40000,0,0,3.64,38,3.6,3.6
Preloader,the-preloader,17.83,9.9,20000,0,0,3.33,28,4.6,4.6
Advanced AJAX Product Filters,woocommerce-ajax-filters,17.82,9.21,10000,0,0,4.11,61,4.5,4.5
ATUM Inventory Management for WooCommerce,atum-stock-manager-for-woocommerce,17.82,8.85,7000,0,0,4.17,65,4.8,4.8
WidgetKit for Elementor,widgetkit-for-elementor,17.78,9.9,20000,0,0,3.18,24,4.7,4.7
Enjoy Instagram feed with Widget and Shortcode on WordPress website,enjoy-instagram-instagram-responsive-images-gallery-and-carousel,17.77,9.21,10000,0,0,4.26,71,4.3,4.3
Interactive Content – H5P,h5p,17.740000000000002,9.21,10000,0,0,3.53,34,5.0,5.0
WP Snow Effect,wp-snow-effect,17.73,7.6,2000,0,0,5.23,186,4.9,4.9
Kadence WooCommerce Email Designer,kadence-woocommerce-email-designer,17.720000000000002,9.21,10000,0,0,3.71,41,4.8,4.8
Shopping Cart &amp; eCommerce Store,wp-easycart,17.72,8.52,5000,0,0,4.8,121,4.4,4.4
PDF &amp; Print by BestWebSoft,pdf-print,17.7,9.21,10000,0,0,4.29,73,4.2,4.2
Contact Form 7 &#8211; PayPal &amp; Stripe Add-on,contact-form-7-paypal-add-on,17.69,9.21,10000,0,0,4.08,59,4.4,4.4
WP Easy Paypal Payment Accept,wordpress-easy-paypal-payment-or-donation-accept-plugin,17.67,9.9,20000,0,0,3.47,32,4.3,4.3
Updater by BestWebSoft,updater,17.66,8.99,8000,0,0,3.97,53,4.7,4.7
The Visual Editor,zedity,17.64,8.52,5000,0,0,4.62,101,4.5,4.5
Elementor Custom Skin,ele-custom-skin,17.630000000000003,8.99,8000,0,0,3.64,38,5.0,5.0
"Folders &#8211; Organize Pages, Posts and Media Library Folders with Drag and Drop",folders,17.630000000000003,8.99,8000,0,0,3.74,42,4.9,4.9
SendPress Newsletters,sendpress,17.630000000000003,8.99,8000,0,0,4.04,57,4.6,4.6
Salon booking system,salon-booking-system,17.63,8.52,5000,0,0,4.61,100,4.5,4.5
Slider Carousel &#8211; Responsive Image Slider,slider-images,17.62,9.21,10000,0,0,3.81,45,4.6,4.6
YouTube Video Importer Lite,yt-video-importer-lite,17.61,4.61,100,10,1,0.0,1,3.0,3.0
PayPal Buy Now Button,wp-ecommerce-paypal,17.59,9.9,20000,0,0,2.89,18,4.8,4.8
Video Recorder,video-capture,17.58,0,0,10,1,3.18,24,4.4,4.4
WOOBE &#8211; Products Bulk Editor for WooCommerce,woo-bulk-editor,17.58,9.9,20000,0,0,3.18,24,4.5,4.5
Popup anything on click,popup-anything-on-click,17.560000000000002,9.9,20000,0,0,3.26,26,4.4,4.4
AJAX Login and Registration modal popup + inline form,ajax-login-and-registration-modal-popup,17.560000000000002,8.52,5000,0,0,4.14,63,4.9,4.9
Tabs &#8211; Responsive Tabs with  Accordions,vc-tabs,17.54,8.85,7000,0,0,3.89,49,4.8,4.8
Multilanguage by BestWebSoft,multilanguage,17.54,9.21,10000,0,0,4.33,76,4.0,4.0
Photo Gallery &#8211; Image Gallery by Ape,gallery-images-ape,17.53,8.7,6000,0,0,4.53,93,4.3,4.3
Sliced Invoices &#8211; WordPress Invoice Plugin,sliced-invoices,17.53,8.52,5000,0,0,4.41,82,4.6,4.6
WordPress Carousel &#8211; Responsive Image Slider for WordPress,wp-carousel-free,17.52,9.21,10000,0,0,4.11,61,4.2,4.2
Genesis Dambuster,genesis-dambuster,17.51,9.21,10000,0,0,3.4,30,4.9,4.9
HTTP / HTTPS Remover: SSL Mixed Content Fix,http-https-remover,17.5,9.9,20000,0,0,3.3,27,4.3,4.3
Estatik Real Estate Plugin,estatik,17.47,8.01,3000,0,0,4.66,106,4.8,4.8
Appointment Booking and Online Scheduling by vCita,meeting-scheduler-by-vcita,17.47,9.1,9000,0,0,4.57,97,3.8,3.8
WP Subscribe,wp-subscribe,17.450000000000003,10.31,30000,0,0,3.14,23,4.0,4.0
iFlyChat &#8211; WordPress Chat,iflychat,17.439999999999998,8.29,4000,0,0,4.55,95,4.6,4.6
Material Design for Contact Form 7,material-design-for-contact-form-7,17.400000000000002,9.21,10000,0,0,3.89,49,4.3,4.3
Menu Swapper,menu-swapper,17.4,8.99,8000,0,0,3.71,41,4.7,4.7
Contact &#8211; Registration &#8211; Post Form Builder &amp; FrontEnd Editor BuddyForms &#8211; Making WordPress Forms A Breeze,buddyforms,17.4,8.01,3000,0,0,4.69,109,4.7,4.7
Coming Soon by Supsystic,coming-soon-by-supsystic,17.39,8.7,6000,0,0,3.99,54,4.7,4.7
Limit Attempts by BestWebSoft,limit-attempts,17.39,9.21,10000,0,0,3.58,36,4.6,4.6
Floating Video,floating-video,17.38,3.69,40,10,1,0.69,2,3.0,3.0
Content Egg,content-egg,17.34,9.9,20000,0,0,2.94,19,4.5,4.5
Microthemer Lite,microthemer,17.34,9.21,10000,0,0,3.33,28,4.8,4.8
Livemesh Addons for WPBakery Page Builder,addons-for-visual-composer,17.33,9.9,20000,0,0,3.33,28,4.1,4.1
Pagination by BestWebSoft,pagination,17.33,8.85,7000,0,0,3.58,36,4.9,4.9
WP Latest Posts,wp-latest-posts,17.32,9.21,10000,0,0,3.91,50,4.2,4.2
Gallery PhotoBlocks,photoblocks-grid-gallery,17.28,8.29,4000,0,0,3.99,54,5.0,5.0
Stripe Payments,stripe-payments,17.240000000000002,9.21,10000,0,0,3.33,28,4.7,4.7
Insert Post Ads,insert-post-ads,17.240000000000002,9.9,20000,0,0,2.94,19,4.4,4.4
WP Notification Bars,wp-notification-bars,17.23,9.9,20000,0,0,3.33,28,4.0,4.0
Olevmedia Shortcodes,olevmedia-shortcodes,17.23,9.21,10000,0,0,3.22,25,4.8,4.8
Status and Order Tracking,order-tracking,17.23,8.7,6000,0,0,3.83,46,4.7,4.7
WP Speed of Light,wp-speed-of-light,17.220000000000002,9.21,10000,0,0,3.71,41,4.3,4.3
Advanced Gutenberg,advanced-gutenberg,17.21,9.21,10000,0,0,3.5,33,4.5,4.5
"Popup Maker &#8211; Responsive popup, Exit Intent Pop up, Email Optins, Autoresponder &amp; More",popup-maker-wp,17.21,8.52,5000,0,0,4.19,66,4.5,4.5
Responsive Gallery,responsive-photo-gallery,17.19,8.99,8000,0,0,4.2,67,4.0,4.0
Advanced Classifieds &amp; Directory Pro,advanced-classifieds-and-directory-pro,17.18,8.29,4000,0,0,4.19,66,4.7,4.7
CyberSEO Lite (CyberSyn),cybersyn,17.14,9.21,10000,0,0,3.83,46,4.1,4.1
Min and Max Quantity for WooCommerce,minmax-quantity-for-woocommerce,17.14,8.7,6000,0,0,3.64,38,4.8,4.8
PayPal Donation,easy-paypal-donation,17.130000000000003,9.9,20000,0,0,2.83,17,4.4,4.4
Responsive Poll,poll-wp,17.09,8.52,5000,0,0,3.87,48,4.7,4.7
FitVids for WordPress,fitvids-for-wordpress,17.09,8.99,8000,0,0,3.4,30,4.7,4.7
Udinra All Image Sitemap,udinra-all-image-sitemap,17.080000000000002,9.21,10000,0,0,3.87,48,4.0,4.0
StopBadBots,stopbadbots,17.07,9.21,10000,0,0,3.66,39,4.2,4.2
PeepSo &#8211; User Profile and Social Networking Plugin,peepso-core,17.049999999999997,8.01,3000,0,0,4.64,104,4.4,4.4
Elements Plus!,elements-plus,17.04,9.21,10000,0,0,2.83,17,5.0,5.0
Event Calendar &#8211; Responsive Calendar,calendar-event,17.0,8.01,3000,0,0,4.29,73,4.7,4.7
Bold Page Builder,bold-page-builder,17.0,9.9,20000,0,0,3.0,20,4.1,4.1
Flexible Woocommerce Checkout Field Editor,flexible-woocommerce-checkout-field-editor,17.0,8.29,4000,0,0,4.01,55,4.7,4.7
WordPress Gallery MaxGalleria,maxgalleria,16.96,8.52,5000,0,0,4.04,57,4.4,4.4
FileBird &#8211; WordPress Media Library Folders,filebird,16.95,9.21,10000,0,0,3.04,21,4.7,4.7
Frontend Post WordPress Plugin &#8211; AccessPress Anonymous Post,accesspress-anonymous-post,16.95,8.99,8000,0,0,3.26,26,4.7,4.7
WooCommerce Custom Product Tabs Lite,woocommerce-custom-product-tabs-lite,16.94,9.21,10000,0,0,3.33,28,4.4,4.4
Seamless Donations,seamless-donations,16.94,9.21,10000,0,0,3.93,51,3.8,3.8
Postmark for WordPress,postmark-approved-wordpress-plugin,16.92,9.21,10000,0,0,2.71,15,5.0,5.0
WordPress Meta Data and Taxonomies Filter (MDTF),wp-meta-data-filter-and-taxonomy-filter,16.92,9.1,9000,0,0,3.22,25,4.6,4.6
Amazing Hover Effects,amazing-hover-effects,16.92,8.01,3000,0,0,4.61,100,4.3,4.3
PayPal Plus for WooCommerce,woo-paypalplus,16.89,9.21,10000,0,0,3.58,36,4.1,4.1
Multi Step Form,multi-step-form,16.89,9.21,10000,0,0,3.18,24,4.5,4.5
Sermon Manager,sermon-manager-for-wordpress,16.87,9.21,10000,0,0,3.66,39,4.0,4.0
Beaver Builder Header Footer,bb-header-footer,16.85,9.21,10000,0,0,2.64,14,5.0,5.0
Additional Variation Images for WooCommerce,woo-variation-gallery,16.83,8.7,6000,0,0,3.33,28,4.8,4.8
Ads by datafeedr.com,ads-by-datafeedrcom,16.83,9.1,9000,0,0,3.43,31,4.3,4.3
Advanced WordPress Backgrounds,advanced-backgrounds,16.82,9.21,10000,0,0,2.71,15,4.9,4.9
WordPress RSS Feed Retriever,wp-rss-retriever,16.82,8.52,5000,0,0,3.4,30,4.9,4.9
CB Change Mail Sender,cb-change-mail-sender,16.799999999999997,9.9,20000,0,0,2.3,10,4.6,4.6
