title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
Social Media Links,social-media-links,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
Weblizar Google Plus Badge Widget,google-plus-badge-widget,13.0,6.91,1000,0,0,1.79,6,4.3,4.3
If&gt;So Dynamic Content,if-so,13.0,6.4,600,0,0,2.3,10,4.3,4.3
User Tags,user-tags,13.0,5.7,300,0,0,2.4,11,4.9,4.9
Login Widget for Ultimate Member,login-widget-for-ultimate-member,12.99,7.6,2000,0,0,1.39,4,4.0,4.0
Cackle,cackle,12.99,6.91,1000,0,0,3.18,24,2.9,2.9
Cleaner Plugin Installer,cleaner-plugin-installer,12.99,5.99,400,0,0,2.3,10,4.7,4.7
Live Chat by Customerly &#8211; Free Live Chat Plugin,customerly,12.98,6.4,600,0,0,2.08,8,4.5,4.5
Genesis Widgetized Archive,genesis-widgetized-archive,12.98,6.4,600,0,0,2.08,8,4.5,4.5
Social Profile Linking,socail-profile-linking,12.9,6.8,900,0,0,1.1,3,5.0,5.0
"Social Web Suite &#8211; Social Media Auto Post, Social Media Auto Publish and Schedule now with Gutenberg and WooCommerce support",social-web-suite,12.9,6.55,700,0,0,1.95,7,4.4,4.4
Frontend Edit Profile,frontend-edit-profile,12.9,6.8,900,0,0,2.2,9,3.9,3.9
"Responsive Like Box, Like Box Widget",responsive-facebook-like-box,12.89,7.6,2000,0,0,2.48,12,2.8,2.8
GS Portfolio,gs-portfolio,12.89,5.7,300,0,0,3.09,22,4.1,4.1
MasterStudy LMS – Free Learning Management System WordPress Plugin for Online Courses,masterstudy-lms-learning-management-system,12.85,7.6,2000,0,0,1.95,7,3.3,3.3
Match me for BuddyPress,match-me-for-buddypress,12.84,5.99,400,0,0,1.95,7,4.9,4.9
Advanced Steam Widget,advanced-steam-widget,12.82,6.21,500,0,0,1.61,5,5.0,5.0
WP Register Profile With Shortcode,wp-register-profile-with-shortcode,12.81,6.91,1000,0,0,2.4,11,3.5,3.5
BuddyPress to WordPress Full Sync,bp2wp-full-sync,12.81,6.21,500,0,0,1.79,6,4.8,4.8
Easy Lazy Loader,easy-lazy-loader,12.81,6.4,600,0,0,1.61,5,4.8,4.8
WordPress Calendar Booking &#8211; Online Scheduling Plugin for WordPress,calendar-booking,12.81,6.8,900,0,0,1.61,5,4.4,4.4
IndieWeb,indieweb,12.78,6.4,600,0,0,1.39,4,5.0,5.0
Gutenberg Blocks with Layout Packs &amp; Readymade Blocks Collection &#8211; Qubely,qubely,12.78,5.99,400,0,0,1.79,6,5.0,5.0
Optional Email,optional-email,12.78,6.68,800,0,0,1.1,3,5.0,5.0
EM Beer Manager,em-beer-manager,12.78,5.99,400,0,0,1.79,6,5.0,5.0
BP xProfile Location,bp-xprofile-location,12.76,6.55,700,0,0,1.61,5,4.6,4.6
User profile,user-profile,12.75,6.68,800,0,0,2.56,13,3.5,3.5
AFS Analytics,addfreestats,12.75,6.91,1000,0,0,1.95,7,3.9,3.9
Arlo training and event management system,arlo-training-and-event-management-system,12.73,5.3,200,0,0,2.83,17,4.6,4.6
WP User Groups,wp-user-groups,12.72,6.91,1000,0,0,1.61,5,4.2,4.2
Organic Profile Block,organic-profile-block,12.7,8.01,3000,0,0,0.69,2,4.0,4.0
BP XProfile WordPress User Sync,bp-xprofile-wp-user-sync,12.7,5.7,300,0,0,2.2,9,4.8,4.8
Staff Directory &#8211; Employee Directory for WordPress,employee-directory,12.68,5.99,400,0,0,2.48,12,4.2,4.2
WordPress Flash Uploader,wordpress-flash-uploader,12.68,8.29,4000,0,0,1.39,4,3.0,3.0
Maintenance Mode,maintenance-mode-free,12.65,7.6,2000,0,0,1.95,7,3.1,3.1
GS WooCommerce Products Slider,gs-woocommerce-products-slider,12.61,6.8,900,0,0,1.61,5,4.2,4.2
YAHMAN Add-ons,yahman-add-ons,12.6,7.6,2000,0,0,0.0,1,5.0,5.0
Plainview Protect Passwords,plainview-protect-passwords,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
Lava Ajax Search,lava-ajax-search,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
Social Buttons Pack by BestWebSoft,social-buttons-pack,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
BadgeOS LearnDash Add-on,badgeos-learndash-add-on,12.6,7.6,2000,0,0,0.0,1,5.0,5.0
GS Portfolio &#8211; Envato,gs-envato-portfolio,12.6,6.91,1000,0,0,0.69,2,5.0,5.0
WP Basic Elements,wp-basic-elements,12.6,5.99,400,0,0,1.61,5,5.0,5.0
Best Contact Management Software for WordPress,wp-easy-contact,12.6,6.21,500,0,0,1.39,4,5.0,5.0
GDPR Tools,gdpr-tools,12.59,6.91,1000,0,0,1.39,4,4.3,4.3
BuddyPress Member Reviews,bp-user-profile-reviews,12.56,6.21,500,0,0,1.95,7,4.4,4.4
BigCommerce For WordPress,bigcommerce,12.55,6.55,700,0,0,2.2,9,3.8,3.8
Social Counter,social-counter,12.5,6.4,600,0,0,1.1,3,5.0,5.0
Lf Hiker,lf-hiker,12.5,5.7,300,0,0,1.79,6,5.0,5.0
Personal Contact Info Widget,personal-contact-info-widget,12.5,6.91,1000,0,0,1.79,6,3.8,3.8
Advanced Popup Builder &#8211; Wisepops,wisepops-popups,12.5,5.7,300,0,0,1.79,6,5.0,5.0
bbPress Admin Bar Addition,bbpress-admin-bar-addition,12.5,6.8,900,0,0,0.69,2,5.0,5.0
Paid Memberships Pro &#8211; BuddyPress Add On,pmpro-buddypress,12.49,7.6,2000,0,0,1.39,4,3.5,3.5
CM Business Directory,cm-business-directory,12.49,5.99,400,0,0,2.3,10,4.2,4.2
Scratch &amp; Win Giveaways,scratch-win-giveaways-for-website-facebook,12.48,5.3,200,0,0,2.48,12,4.7,4.7
Freshchat,freshchat,12.45,7.6,2000,0,0,1.95,7,2.9,2.9
BuddyPress XProfile Custom Image Field,buddypress-xprofile-image-field,12.4,6.21,500,0,0,1.39,4,4.8,4.8
"Open Graph, Google Plus/Schema.org, Twitter Card Tags for WordPress",heateor-open-graph-meta-tags,12.4,6.91,1000,0,0,1.79,6,3.7,3.7
"Like, Share &amp; Follow Buttons",new-facebook-like-share-follow-button,12.4,6.91,1000,0,0,1.79,6,3.7,3.7
Contact Us Page &#8211; Contact People,contact-us-page-contact-people,12.39,7.6,2000,0,0,2.48,12,2.3,2.3
"Instagram Style Gallery &#8211; WordPress Gallery, Custom Insta Profile",insta-type-gallery,12.38,5.99,400,0,0,1.39,4,5.0,5.0
Pinterest Feed,weblizar-pinterest-feeds,12.38,6.68,800,0,0,0.69,2,5.0,5.0
LH Private BuddyPress,lh-private-buddypress,12.38,5.99,400,0,0,1.39,4,5.0,5.0
Team Showcase with Slider,team-showcase-supreme,12.38,5.99,400,0,0,1.39,4,5.0,5.0
BuddyPress Profile Tabs,buddypress-profile-tabs,12.38,5.3,200,0,0,2.08,8,5.0,5.0
WP Human Resource Management,hrm,12.37,5.3,200,0,0,2.77,16,4.3,4.3
BP Member Reviews,bp-user-reviews,12.36,5.3,200,0,0,2.56,13,4.5,4.5
Pinterest by BestWebSoft,bws-pinterest,12.32,6.91,1000,0,0,1.61,5,3.8,3.8
RestroPress &#8211; Online Food Ordering System,restropress,12.31,5.7,300,0,0,1.61,5,5.0,5.0
Quick Mail,quick-mail,12.31,5.7,300,0,0,1.61,5,5.0,5.0
Advanced XProfile Fields for BuddyPress,advanced-xprofile-fields-for-buddypress,12.31,6.21,500,0,0,1.1,3,5.0,5.0
SAML &amp; WSFED IDP ( SSO using WordPress Users ),miniorange-wp-as-saml-idp,12.31,5.3,200,0,0,2.71,15,4.3,4.3
Good Reads Books,display-good-reads-books,12.31,6.21,500,0,0,1.1,3,5.0,5.0
Share Logins Across Multiple Sites,share-logins,12.22,6.21,500,0,0,1.61,5,4.4,4.4
BuddyPress Registration Widget,buddy-registration-widget,12.22,6.21,500,0,0,1.61,5,4.4,4.4
Add Pinterest Follow Button,add-pinterest-follow-button,12.2,8.01,3000,0,0,0.69,2,3.5,3.5
GS Books Showcase,gs-books-showcase,12.2,5.3,200,0,0,2.4,11,4.5,4.5
TechGasp Vimeo Master,vimeo-master,12.11,6.91,1000,0,0,2.3,10,2.9,2.9
Windsor Strava Club,windsor-strava-club,12.09,5.7,300,0,0,1.39,4,5.0,5.0
AddFunc WYSIWYG Helper,addfunc-wysiwyg-helper,12.09,6.4,600,0,0,0.69,2,5.0,5.0
GS Behance Portfolio,gs-behance-portfolio,12.09,5.99,400,0,0,1.1,3,5.0,5.0
JoomSport Achievements sport league,joomsport-achievements,12.09,5.3,200,0,0,1.79,6,5.0,5.0
TDLC Birthdays,tdlc-birthdays,12.09,5.99,400,0,0,1.1,3,5.0,5.0
Social Master,social-master,12.04,5.3,200,0,0,2.64,14,4.1,4.1
LinkedIn by BestWebSoft,bws-linkedin,12.02,6.21,500,0,0,1.61,5,4.2,4.2
Maintenance Mode &amp; Under Construction Page,maintenance-mode-and-under-construction-page,11.99,6.8,900,0,0,1.39,4,3.8,3.8
Genie WP Matrimony,genie-wp-matrimony,11.99,5.7,300,0,0,2.48,12,3.8,3.8
TechGasp Skype Master,skype-master,11.95,6.55,700,0,0,2.3,10,3.1,3.1
BuddyPress Poke,bp-poke,11.94,6.55,700,0,0,1.39,4,4.0,4.0
bbp buddypress profile information,bbp-buddypress-profile-information,11.91,5.3,200,0,0,1.61,5,5.0,5.0
Display Kitchen Sink,jonradio-display-kitchen-sink,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Wow Facebook Login,wow-facebook-login,11.91,6.21,500,0,0,0.69,2,5.0,5.0
Core Tweaks WP Setup,seo-automatic-wp-core-tweaks,11.91,6.91,1000,0,0,0.0,1,5.0,5.0
Team List,wp-team-list,11.91,5.3,200,0,0,1.61,5,5.0,5.0
WooCommerce Duplicate Billing Address,woocommerce-duplicate-billing-address,11.91,6.21,500,0,0,0.69,2,5.0,5.0
Gallery For Instagram,gallery-for-instagram,11.9,6.91,1000,0,0,2.2,9,2.8,2.8
Review Profile Links,our-profiles,11.8,5.7,300,0,0,1.1,3,5.0,5.0
Author Meta for Facebook,facebook-author-meta,11.8,5.7,300,0,0,1.1,3,5.0,5.0
GS Portfolio for Instagram,gs-instagram-portfolio,11.8,5.7,300,0,0,1.1,3,5.0,5.0
Davsy,davsy,11.8,6.8,900,0,0,0.0,1,5.0,5.0
WP to diaspora,wp-to-diaspora,11.8,5.7,300,0,0,1.1,3,5.0,5.0
Comment Popularity,comment-popularity,11.8,5.3,200,0,0,2.4,11,4.1,4.1
Simple Location,simple-location,11.8,5.7,300,0,0,1.1,3,5.0,5.0
Authorize.Net CIM for WooCommerce,authnet-cim-for-woo,11.71,6.91,1000,0,0,1.1,3,3.7,3.7
Football Leagues by AnWP.pro,football-leagues-by-anwppro,11.71,5.3,200,0,0,1.61,5,4.8,4.8
Tismy User Profile Upload,tismy-user-profile-upload,11.71,5.3,200,0,0,1.61,5,4.8,4.8
Google Plus Badge &#8211; Google Widget,new-google-plus-badge,11.68,6.68,800,0,0,0.0,1,5.0,5.0
WP Content Pilot &#8211; Autoblog &amp; Affiliate Marketing Plugin,wp-content-pilot,11.68,6.68,800,0,0,0.0,1,5.0,5.0
SVG Social Menu,svg-social-menu,11.68,6.68,800,0,0,0.0,1,5.0,5.0
IndieAuth,indieauth,11.68,5.99,400,0,0,0.69,2,5.0,5.0
Assistant &#8211; Every Day Productivity Apps,assistant,11.68,5.3,200,0,0,1.39,4,5.0,5.0
Mix Master,mix-master,11.68,5.99,400,0,0,0.69,2,5.0,5.0
CBX User Online &amp; Last Login,cbxuseronline,11.68,5.99,400,0,0,0.69,2,5.0,5.0
All in One Time Clock Lite &#8211; A WordPress Employee Time Tracking Plugin,aio-time-clock-lite,11.68,5.3,200,0,0,1.39,4,5.0,5.0
XRDS-Simple,xrds-simple,11.68,6.68,800,0,0,0.0,1,5.0,5.0
WP User Manager reCAPTCHA,wpum-recaptcha,11.68,6.68,800,0,0,0.0,1,5.0,5.0
Open RDW kenteken voertuiginformatie,open-rdw-kenteken-voertuiginformatie,11.68,6.68,800,0,0,0.0,1,5.0,5.0
Elevate SEO,elevate-seo,11.68,4.61,100,0,0,2.08,8,5.0,5.0
Bio Links,bio-links,11.68,5.99,400,0,0,0.69,2,5.0,5.0
SuperPack,superpack,11.68,5.99,400,0,0,0.69,2,5.0,5.0
Genesis Prose Extras,genesis-prose-extras,11.68,5.3,200,0,0,1.39,4,5.0,5.0
WP Weixin,wp-weixin,11.68,5.3,200,0,0,1.39,4,5.0,5.0
TechGasp Reverbnation Master,reverbnation-master,11.67,5.99,400,0,0,2.08,8,3.6,3.6
eDS Responsive Menu,eds-responsive-menu,11.64,6.55,700,0,0,1.79,6,3.3,3.3
Ultimate Member &amp; Job Manager,ultimate-member-job-manager,11.61,6.4,600,0,0,1.61,5,3.6,3.6
Post to Social Media &#8211; WordPress to Hootsuite,wp-to-hootsuite,11.6,6.8,900,0,0,1.1,3,3.7,3.7
Instagram Badges,instagram-badges,11.6,6.91,1000,0,0,0.69,2,4.0,4.0
Simple:Press &#8211; WordPress Forum Plugin,simplepress,11.6,5.7,300,0,0,2.2,9,3.7,3.7
Resume / CV,resume-cv,11.59,6.4,600,0,0,0.69,2,4.5,4.5
WooCommerce Variation Swatches,gs-woo-variation-swatches,11.56,6.55,700,0,0,1.61,5,3.4,3.4
IntenseDebate Comments,intensedebate,11.55,7.6,2000,0,0,1.95,7,2.0,2.0
TechGasp LinkedIn Master,linkedin-master,11.51,6.91,1000,0,0,2.3,10,2.3,2.3
Wp Fixed Social Profile Icons,wp-fixed-social-profile-icons,11.5,5.7,300,0,0,1.1,3,4.7,4.7
Front End PM &#8211; Ultimate Member Integration,front-end-pm-ultimate-member-integration,11.5,5.7,300,0,0,1.1,3,4.7,4.7
WP Front-end login and register,wp-front-end-login-and-register,11.48,6.68,800,0,0,1.1,3,3.7,3.7
Active Directory Integration for Cloud,miniorange-wp-ldap-login,11.46,4.38,80,0,0,2.08,8,5.0,5.0
Ultimate Profile Builder,ultimate-profile-builder,11.44,5.3,200,0,0,2.94,19,3.2,3.2
WP Avatar,wp-avatar,11.4,6.4,600,0,0,0.0,1,5.0,5.0
Tabbed Account Area for Easy Digital Downloads,tabbed-account-area-for-easy-digital-downloads,11.4,4.61,100,0,0,1.79,6,5.0,5.0
Instagram Feed,wp-instagram-feed-awplife,11.4,5.7,300,0,0,0.69,2,5.0,5.0
smart Custom Display Name,smart-custom-display-name,11.4,5.7,300,0,0,0.69,2,5.0,5.0
Extended CRM for Users Insights,extended-crm-for-users-insights,11.4,5.7,300,0,0,0.69,2,5.0,5.0
BuddyForms WooCommerce Form Elements,buddyforms-woocommerce-form-elements,11.4,5.3,200,0,0,1.1,3,5.0,5.0
Jumplead Marketing Software,jumplead,11.4,5.7,300,0,0,0.69,2,5.0,5.0
Real Estate Right Now,real-estate-right-now,11.4,5.7,300,0,0,0.69,2,5.0,5.0
Windsor Strava Athlete,windsor-strava-athlete,11.4,5.3,200,0,0,1.1,3,5.0,5.0
Card Elements for Elementor,card-elements-for-elementor,11.4,5.7,300,0,0,0.69,2,5.0,5.0
Google 2-Step Verification by BestWebSoft,bws-google-2-step-verification,11.4,5.7,300,0,0,0.69,2,5.0,5.0
Lazy Sign-in,lazy-sign-in,11.4,4.61,100,0,0,1.79,6,5.0,5.0
Guten Free Options,guten-free-options,11.4,5.7,300,0,0,0.69,2,5.0,5.0
WP-OTP,wp-otp,11.4,5.3,200,0,0,1.1,3,5.0,5.0
Force Admin Color Scheme,force-admin-color-scheme,11.4,5.7,300,0,0,0.69,2,5.0,5.0
GatewayAPI,gatewayapi,11.4,5.3,200,0,0,1.1,3,5.0,5.0
Impressive Slider Made Easy,impressive-slider-made-easy,11.4,5.7,300,0,0,0.69,2,5.0,5.0
BuddyProfileMessageUX Free,bp-profile-message-ux,11.38,5.3,200,0,0,2.08,8,4.0,4.0
MANGOPAY WooCommerce,mangopay-woocommerce,11.31,5.3,200,0,0,1.61,5,4.4,4.4
Walls.io: Social Media Feed,wallsio,11.31,6.21,500,0,0,1.1,3,4.0,4.0
Hitsteps Web Analytics,hitsteps-visitor-manager,11.29,6.91,1000,0,0,1.39,4,3.0,3.0
Token of Trust Identity Verification,token-of-trust,11.28,4.61,100,0,0,2.08,8,4.6,4.6
JSM&#039;s Show User Meta,jsm-show-user-meta,11.21,6.21,500,0,0,0.0,1,5.0,5.0
Frontend Dashboard Templates,frontend-dashboard-templates,11.21,6.21,500,0,0,0.0,1,5.0,5.0
DT Author Box,dt-author-box,11.21,6.21,500,0,0,0.0,1,5.0,5.0
BP WC Vendors,bp-wc-vendors,11.2,5.7,300,0,0,1.79,6,3.7,3.7
WP MLM SOFTWARE PLUGIN,wp-mlm,11.2,6.4,600,0,0,1.1,3,3.7,3.7
OAuth 2.0 client for SSO,oauth-client,11.2,4.61,100,0,0,1.79,6,4.8,4.8
WooCommerce Product Barcode Label Printing &#8211; Woolabel,woo-product-barcode-label-printing,11.2,5.7,300,0,0,1.79,6,3.7,3.7
HappyFox Chat &#8211; Live Chat Plugin for WordPress Websites,happyfox-chat,11.18,5.99,400,0,0,1.39,4,3.8,3.8
WooCommerce PayPal Gateway,woo-paypal-gateway,11.18,4.61,100,0,0,2.08,8,4.5,4.5
User Profile Meta Manager,user-profile-meta,11.18,5.99,400,0,0,1.39,4,3.8,3.8
Individual Multisite Author,individual-multisite-author,11.11,3.91,50,0,0,2.2,9,5.0,5.0
TreePress &#8211; Easy Family Trees &amp; Ancestor Profiles,treepress,11.1,5.3,200,0,0,1.1,3,4.7,4.7
"Project Management, Bug and Issue Tracking Plugin &#8211; Software Issue Manager",software-issue-manager,11.1,4.61,100,0,0,2.4,11,4.1,4.1
"Reviews Widget &#8211; Facebook, Google, WooCommerce, Reviews.io",wp-social-seo,11.09,5.7,300,0,0,1.39,4,4.0,4.0
FooSales,foosales,11.09,6.91,1000,0,0,1.39,4,2.8,2.8
Creative Instagram,creative-instagram,11.09,5.7,300,0,0,1.39,4,4.0,4.0
Mautic WooCommerce Integration &#8211; Open Source Marketing Automation,enhanced-woocommerce-mautic-integration,11.01,4.61,100,0,0,1.61,5,4.8,4.8
GitHub Profile Widget,github-profile-widget,10.99,5.99,400,0,0,0.0,1,5.0,5.0
Stag Blocks,stag-blocks,10.99,5.99,400,0,0,0.0,1,5.0,5.0
Remita Woocommerce Payment Plugin,remita-payment-gateway,10.99,5.3,200,0,0,0.69,2,5.0,5.0
Black Bar,blackbar,10.99,4.61,100,0,0,1.39,4,5.0,5.0
Optin Comment Notifications,optin-comment-notifications,10.99,5.3,200,0,0,0.69,2,5.0,5.0
Social Media Shortcode Pack,social-media-shortcodes,10.99,5.3,200,0,0,0.69,2,5.0,5.0
Broadstreet,broadstreet,10.99,5.3,200,0,0,0.69,2,5.0,5.0
Google Apps Directory,google-apps-directory,10.99,5.3,200,0,0,0.69,2,5.0,5.0
GS Custom Login,gs-custom-login,10.99,5.3,200,0,0,0.69,2,5.0,5.0
bbPress forum utility pack,bbp-jp-utility,10.99,5.99,400,0,0,0.0,1,5.0,5.0
BP Profile Status,bp-profile-status,10.99,4.61,100,0,0,1.39,4,5.0,5.0
Years Ago Today,years-ago-today,10.99,4.61,100,0,0,1.39,4,5.0,5.0
appful Mobile App Plugin – Create a iOS &amp; Android mobile App with our WordPress App Builder,appful,10.99,5.99,400,0,0,0.0,1,5.0,5.0
GS Twitter Feeds,feeds-of-twitter,10.99,4.61,100,0,0,1.39,4,5.0,5.0
CSSJockey Add-ons,cssjockey-add-ons,10.98,5.3,200,0,0,1.39,4,4.3,4.3
Sales Countdown Timer,sales-countdown-timer,10.95,6.55,700,0,0,1.1,3,3.3,3.3
WPML flag in menu,wpml-flag-in-menu,10.9,5.7,300,0,0,0.69,2,4.5,4.5
TechGasp Facebook Master,facebook-master,10.89,5.99,400,0,0,2.4,11,2.5,2.5
Antispam for all fields,antispam-for-all-fields,10.88,6.68,800,0,0,0.69,2,3.5,3.5
Profile Picture,profile-picture,10.88,5.99,400,0,0,1.39,4,3.5,3.5
Ultimate WP Mail,ultimate-wp-mail,10.88,5.99,400,0,0,1.39,4,3.5,3.5
Role Based Help Notes,role-based-help-notes,10.81,3.91,50,0,0,2.3,10,4.6,4.6
WPJM Company Profile Page,wpjm-company-profile-page,10.79,5.99,400,0,0,1.1,3,3.7,3.7
BuddyPress Simple Events,buddypress-simple-events,10.79,5.3,200,0,0,1.79,6,3.7,3.7
BuddyForms Ultimate Member,buddyforms-ultimate-member,10.79,5.99,400,0,0,1.1,3,3.7,3.7
Connections Business Directory Login,connections-business-directory-login,10.79,5.99,400,0,0,1.1,3,3.7,3.7
TechGasp Instagram Master,instagram-master,10.77,5.7,300,0,0,2.56,13,2.5,2.5
TechGasp Facebook Profile Master,facebook-profile-master,10.71,5.7,300,0,0,1.61,5,3.4,3.4
CiviCRM WordPress Profile Sync,civicrm-wp-profile-sync,10.7,5.7,300,0,0,0.0,1,5.0,5.0
BuddyPress Profile Completion,buddypress-profile-completion,10.7,4.61,100,0,0,1.1,3,5.0,5.0
Bulk Edit and Create User Profiles &#8211; WP Sheet Editor,bulk-edit-user-profiles-in-spreadsheet,10.7,4.61,100,0,0,1.1,3,5.0,5.0
Connections Business Directory Open Hours,connections-business-directory-hours,10.7,5.7,300,0,0,0.0,1,5.0,5.0
Connections Business Directory Toolbar,connections-toolbar,10.7,5.7,300,0,0,0.0,1,5.0,5.0
"WE Blocks &#8211; Image, Testimonial And Logo	Slider Gutenberg Blocks",we-blocks,10.7,4.61,100,0,0,1.1,3,5.0,5.0
Cleverwise Redirect It,cleverwise-redirect-it,10.7,4.61,100,0,0,1.1,3,5.0,5.0
Google Authenticator &#8211; Encourage User Activation,google-authenticator-encourage-user-activation,10.7,5.3,200,0,0,1.1,3,4.3,4.3
Author Customization,author-customization,10.7,5.7,300,0,0,0.0,1,5.0,5.0
Read More Login,read-more-login,10.7,4.61,100,0,0,1.1,3,5.0,5.0
Advanced WpBakery Addons &#8211; Formerly Visual Composer Page Builder,advanced-wpbakery-addons-formerly-visual-composer,10.7,4.61,100,0,0,1.1,3,5.0,5.0
bbp profile information,bbp-profile-information,10.68,5.3,200,0,0,1.39,4,4.0,4.0
Buddypress Profile Views,buddypress-profile-views,10.68,4.61,100,0,0,2.08,8,4.0,4.0
BP Local Avatars,bp-local-avatars,10.65,4.61,100,0,0,1.95,7,4.1,4.1
GNU-Mailman Integration,gnu-mailman-integration,10.6,4.61,100,0,0,1.79,6,4.2,4.2
WP-HR Manager: The Human Resources Plugin for WordPress,wp-hr-manager,10.59,6.4,600,0,0,0.69,2,3.5,3.5
Appointment Booking Scheduler,appointment-booking-scheduler,10.59,6.4,600,0,0,0.69,2,3.5,3.5
oik-nivo-slider,oik-nivo-slider,10.56,6.55,700,0,0,1.61,5,2.4,2.4
Testimonials Slider Block,testimonials-slider-block,10.48,4.38,80,0,0,1.1,3,5.0,5.0
WP Front End Profile,wp-front-end-profile,10.4,5.3,200,0,0,1.1,3,4.0,4.0
BuddyPress Job Manager,bp-job-manager,10.4,5.7,300,0,0,0.69,2,4.0,4.0
Verified Member for BuddyPress,bp-verified-member,10.35,4.25,70,0,0,1.1,3,5.0,5.0
BP Profile Cover,bp-profile-cover,10.3,5.3,200,0,0,0.0,1,5.0,5.0
ImagePress &#8211; Image Gallery,image-gallery,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Pet Adoption Listings,pet-adoption-listings,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Perfect Coming Soon Page,perfect-coming-soon-page,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Weaver for bbPress by WeaverTheme,weaver-for-bbpress,10.3,5.3,200,0,0,0.0,1,5.0,5.0
WPSSO User Locale Selector for the Admin Toolbar,wpsso-user-locale,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Bokez | Best Gutenberg Blocks &#8211; WordPress Page Builder,bokez-awesome-gutenberg-blocks,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Divi Team Member,team-member-divi,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Instabot: Chatbot to Increase Conversions on WordPress. Try for Free,instabot,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Change Prices with Time for WooCommerce,change-prices-with-time-for-woocommerce,10.3,4.61,100,0,0,0.69,2,5.0,5.0
The Twitter Profile,the-twitter-profile,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Wow Google Login,wow-google-login,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Social Feeder,social-feeder,10.3,4.61,100,0,0,0.69,2,5.0,5.0
GS Posts Widget,posts-widget,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Massive Elements for WPBakery Page Builder (Formerly Visual Composer),massive-elements-for-wpbakery,10.3,5.3,200,0,0,0.0,1,5.0,5.0
CIO Custom Fields for Woo,custom-fields-for-woo-customers,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Ravelry Projects Widget,ravelry-projects-widget,10.3,4.61,100,0,0,0.69,2,5.0,5.0
ezFlippr,ezflippr,10.3,5.3,200,0,0,0.0,1,5.0,5.0
Loader Plus Lightbox,loader-plus-lightbox,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Genesis Connect for Easy Digital Downloads,genesis-connect-edd,10.3,4.61,100,0,0,0.69,2,5.0,5.0
Default Gravatar Sans,default-gravatar-sans,10.3,4.61,100,0,0,0.69,2,5.0,5.0
BuddyPress Checkins,bp-check-in,10.29,5.3,200,0,0,1.79,6,3.2,3.2
Elfsight Instagram Widget &#8211; Instagram Gallery,instalinker,10.2,8.01,3000,0,0,0.69,2,1.5,1.5
Profile Links for BuddyPress,profile-links-for-buddypress,10.19,4.5,90,0,0,0.69,2,5.0,5.0
Shrinkwrap Images,shrinkwrap-images,10.19,4.09,60,0,0,1.1,3,5.0,5.0
Trustbadge Reviews for WooCommerce,woocommerce-trusted-shops,10.19,6.8,900,0,0,1.39,4,2.0,2.0
Better 404 Redirect To Homepage,better-404-redirect-to-homepage,10.19,4.5,90,0,0,0.69,2,5.0,5.0
Gallery for Ultimate Member,gallery-for-ultimate-member,10.11,5.7,300,0,0,1.61,5,2.8,2.8
Customize Facebook Feed,customize-facebook-feed,10.1,5.3,200,0,0,1.1,3,3.7,3.7
Impressive Sliders for Elementor Page Builder,impressive-sliders-for-elementor-page-builder,10.1,6.91,1000,0,0,0.69,2,2.5,2.5
Tweets Box,cardoza-twitter-box,10.1,6.91,1000,0,0,0.69,2,2.5,2.5
Toolkit for BuddyPress,bp-toolkit,10.08,4.38,80,0,0,0.69,2,5.0,5.0
Google Apps Login (OAuth/SAML),miniorange-google-apps-login,10.08,4.38,80,0,0,0.69,2,5.0,5.0
Easy Plugin Stats,easy-plugin-stats,10.01,3.91,50,0,0,1.1,3,5.0,5.0
Subscription DNA&reg;,subscriptiondna,10.01,3.91,50,0,0,1.1,3,5.0,5.0
"People profiles, team- and company pages",company-presentation,10.0,4.61,100,0,0,1.1,3,4.3,4.3
IPQualityScore Fraud Detection,ipqualityscore-fraud-detection,10.0,3.91,50,0,0,1.79,6,4.3,4.3
My Members Only,iceyi-members-only,9.99,5.3,200,0,0,0.69,2,4.0,4.0
Genesis Slide-in Widget,genesis-slide-in-widget,9.99,4.61,100,0,0,1.39,4,4.0,4.0
BuddyPress xProfiles ACL,buddypress-xprofiles-acl,9.94,4.25,70,0,0,0.69,2,5.0,5.0
f(x) Profile Dashboard Widget,fx-profile-dashboard-widget,9.94,4.25,70,0,0,0.69,2,5.0,5.0
BBCode Deluxe,bbcode-deluxe,9.9,5.7,300,0,0,0.69,2,3.5,3.5
WP FEvents Book,wp-fevents-book,9.8,3.91,50,0,0,1.39,4,4.5,4.5
