title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
Design Upgrade for LearnDash,design-upgrade-learndash,16.37,8.01,3000,0,0,3.37,29,5.0,5.0
WP Social Widget,wp-social-widget,16.37,8.99,8000,0,0,2.48,12,4.9,4.9
IMPress Listings,wp-listings,16.35,8.85,7000,0,0,3.5,33,4.0,4.0
WP Crowdfunding,wp-crowdfunding,16.34,8.01,3000,0,0,3.93,51,4.4,4.4
Lingotek Translation,lingotek-translation,16.32,9.9,20000,0,0,3.22,25,3.2,3.2
New Google Plus Badge Widget,new-google-plus-badge-widget,16.3,9.21,10000,0,0,2.48,12,4.6,4.6
WPSSO Schema JSON-LD Markup for Google Rich Results SEO and Pinterest Rich Pins,wpsso-schema-json-ld,16.3,8.01,3000,0,0,3.69,40,4.6,4.6
Social Icons Widget,social-media-icons-widget,16.25,9.21,10000,0,0,2.64,14,4.4,4.4
Disable Toolbar,disable-toolbar,16.25,8.52,5000,0,0,2.83,17,4.9,4.9
WP Page Builder &#8211; Drag &amp; Drop Page Builder with Layouts,wp-pagebuilder,16.24,8.52,5000,0,0,3.22,25,4.5,4.5
Twitter Cards Meta &#8211; Ultimate Twitter Card Plugin for WordPress,twitter-cards-meta,16.22,8.52,5000,0,0,3.81,45,3.9,3.9
WP Twitter Feeds,wp-twitter-feeds,16.2,9.21,10000,0,0,2.89,18,4.1,4.1
Admin Language Per User,admin-language-per-user,16.18,8.7,6000,0,0,2.48,12,5.0,5.0
Admin Tweaks,many-tips-together,16.17,8.01,3000,0,0,3.47,32,4.7,4.7
Custom Instagram Feed,easy-instagram-feed,16.1,8.7,6000,0,0,3.0,20,4.4,4.4
Flipbox &#8211; Awesomes Flip Boxes Image Overlay,image-hover-effects-ultimate-visual-composer,16.06,8.01,3000,0,0,3.26,26,4.8,4.8
UsersWP &#8211; User Profile &amp; Registration,userswp,16.05,8.52,5000,0,0,3.14,23,4.4,4.4
NinjaScanner &#8211; Virus &amp; Malware scan,ninjascanner,16.05,9.1,9000,0,0,1.95,7,5.0,5.0
Import Eventbrite Events,import-eventbrite-events,16.05,8.52,5000,0,0,3.14,23,4.4,4.4
WP Author Bio,sexy-author-bio,16.05,8.01,3000,0,0,3.04,21,5.0,5.0
"VKontakte API &#8211; crossposting, comments, social buttons, login",vkontakte-api,16.04,8.7,6000,0,0,3.14,23,4.2,4.2
WordPress Leads,leads,15.99,8.7,6000,0,0,3.69,40,3.6,3.6
Essential Real Estate,essential-real-estate,15.97,8.29,4000,0,0,3.18,24,4.5,4.5
Portfolio,tlp-portfolio,15.93,8.29,4000,0,0,2.83,17,4.8,4.8
PressPermit,press-permit-core,15.91,8.52,5000,0,0,3.5,33,3.9,3.9
Google Photos Gallery with Shortcodes,google-picasa-albums-viewer,15.9,8.52,5000,0,0,3.58,36,3.8,3.8
Twitter Button by BestWebSoft,twitter-plugin,15.89,8.52,5000,0,0,2.77,16,4.6,4.6
Flyzoo Chat,flyzoo,15.89,6.91,1000,0,0,4.48,88,4.5,4.5
Social Media Icons &#8211; Social Icons Widget,new-social-media-widget,15.87,8.29,4000,0,0,2.77,16,4.8,4.8
BuddyPress Registration Options,bp-registration-options,15.87,8.29,4000,0,0,3.18,24,4.4,4.4
JS Support Ticket,js-support-ticket,15.87,8.01,3000,0,0,3.76,43,4.1,4.1
Cimy User Extra Fields,cimy-user-extra-fields,15.87,9.21,10000,0,0,3.56,35,3.1,3.1
Orion SMS OTP Verification,orion-sms-otp-verification,15.85,6.91,1000,0,0,4.14,63,4.8,4.8
AccessPress Social Auto Post Lite &#8211; Auto Post WordPress Plugin For Facebook Profile/Fan Pages,accesspress-facebook-auto-post,15.84,9.21,10000,0,0,2.83,17,3.8,3.8
Astra Widgets,astra-widgets,15.82,10.82,50000,0,0,0.0,1,5.0,5.0
WP LinkedIn,wp-linkedin,15.81,8.52,5000,0,0,3.3,27,4.0,4.0
Dark Mode,dark-mode,15.81,7.6,2000,0,0,3.61,37,4.6,4.6
MediaPress,mediapress,15.8,7.6,2000,0,0,3.3,27,4.9,4.9
Replyable &#8211; Subscribe to Comments and Reply by Email,postmatic,15.78,6.91,1000,0,0,4.17,65,4.7,4.7
Discussion Board &#8211; WordPress Forum Plugin,wp-discussion-board,15.72,7.6,2000,0,0,3.22,25,4.9,4.9
Metorik &#8211; Reports &amp; Email Automation for WooCommerce,metorik-helper,15.71,8.01,3000,0,0,2.71,15,5.0,5.0
Next Active Directory Integration,next-active-directory-integration,15.69,8.29,4000,0,0,2.4,11,5.0,5.0
"Gratisfaction- Loyalty, Rewards , Referral and Giveaway Program for WooCommerce",gratisfaction-all-in-one-loyalty-contests-referral-program-for-woocommerce,15.69,6.91,1000,0,0,4.08,59,4.7,4.7
Request a Quote,request-a-quote,15.68,7.6,2000,0,0,3.18,24,4.9,4.9
Our Team by WooThemes,our-team-by-woothemes,15.67,8.99,8000,0,0,3.18,24,3.5,3.5
Molongui Authorship,molongui-authorship,15.66,6.91,1000,0,0,3.85,47,4.9,4.9
WP Twilio Core,wp-twilio-core,15.65,8.7,6000,0,0,1.95,7,5.0,5.0
Yelp Widget Pro,yelp-widget-pro,15.64,8.7,6000,0,0,3.14,23,3.8,3.8
Coming Soon Page &#8211; Responsive Coming Soon &amp; Maintenance Mode,responsive-coming-soon-page,15.62,8.52,5000,0,0,2.3,10,4.8,4.8
WP Post Author,wp-post-author,15.6,9.9,20000,0,0,0.69,2,5.0,5.0
"MembershipWorks &#8211; Membership, Events &amp; Directory",memberfindme,15.6,7.6,2000,0,0,3.5,33,4.5,4.5
Page Builder: PageLayer &#8211; Drag and Drop website builder,pagelayer,15.6,10.6,40000,0,0,0.0,1,5.0,5.0
"JoomSport &#8211; for Sports: Team &amp; League, Football, Hockey &amp; more",joomsport-sports-league-results-management,15.6,7.6,2000,0,0,3.0,20,5.0,5.0
WC &#8211; APG SMS Notifications,woocommerce-apg-sms-notifications,15.6,7.6,2000,0,0,3.0,20,5.0,5.0
AccessPress Pinterest &#8211; Pinterest WordPress Plugin,accesspress-pinterest,15.58,9.1,9000,0,0,2.08,8,4.4,4.4
Team by 10Web &#8211; a responsive team/staff showcase plugin,staff-team,15.55,7.6,2000,0,0,3.04,21,4.9,4.9
Front End Users,front-end-only-users,15.55,7.6,2000,0,0,3.95,52,4.0,4.0
Aquila Admin Theme,aquila-admin-theme,15.55,7.6,2000,0,0,2.94,19,5.0,5.0
IgnitionDeck Crowdfunding &amp; Commerce,ignitiondeck,15.52,7.6,2000,0,0,4.32,75,3.6,3.6
Directorist &#8211; Business Directory Plugin,directorist,15.48,7.6,2000,0,0,3.18,24,4.7,4.7
Custom My Account for Woocommerce,custom-my-account-for-woocommerce,15.47,8.29,4000,0,0,3.87,48,3.3,3.3
All-In-One Intranet,all-in-one-intranet,15.46,8.52,5000,0,0,1.95,7,5.0,5.0
AI Twitter Feeds (Twitter widget &amp; shortcode),ai-twitter-feeds,15.45,8.01,3000,0,0,2.94,19,4.5,4.5
CM Answers,cm-answers,15.38,6.91,1000,0,0,4.57,97,3.9,3.9
Google Plus Authorship,google-plus-authorship,15.37,8.99,8000,0,0,2.08,8,4.3,4.3
The Social Links,the-social-links,15.33,8.99,8000,0,0,1.95,7,4.4,4.4
IntelliWidget Per Page Custom Menus and Dynamic Content,intelliwidget-per-page-featured-posts-and-menus,15.3,7.6,2000,0,0,3.0,20,4.7,4.7
Force Strong Passwords,force-strong-passwords,15.3,9.21,10000,0,0,1.79,6,4.3,4.3
Register IPs,register-ip-multisite,15.29,8.01,3000,0,0,2.48,12,4.8,4.8
Dynamic User Directory,dynamic-user-directory,15.24,6.91,1000,0,0,3.33,28,5.0,5.0
Facebook Plugin: WP Social,ik-facebook,15.23,8.29,4000,0,0,2.83,17,4.1,4.1
Easy Author Image,easy-author-image,15.21,8.7,6000,0,0,2.71,15,3.8,3.8
WP Club Manager &#8211; WordPress Sports Club Plugin,wp-club-manager,15.2,6.91,1000,0,0,3.5,33,4.8,4.8
Livemesh Addons for Beaver Builder,addons-for-beaver-builder,15.2,8.01,3000,0,0,2.2,9,5.0,5.0
WC &#8211; APG NIF/CIF/NIE Field,wc-apg-nifcifnie-field,15.2,8.01,3000,0,0,2.2,9,5.0,5.0
Social Share Boost,social-share-boost,15.1,9.1,9000,0,0,2.2,9,3.8,3.8
Social Feed | All social media in one place,add-facebook,15.09,8.99,8000,0,0,2.4,11,3.7,3.7
Like Box Shortcode &amp; Widget,facebook-likebox-widget-and-shortcode,15.08,9.1,9000,0,0,2.08,8,3.9,3.9
GD bbPress Tools,gd-bbpress-tools,15.08,8.29,4000,0,0,2.89,18,3.9,3.9
GS Testimonial Slider,gs-testimonial,15.08,8.01,3000,0,0,3.18,24,3.9,3.9
MINDBODY Widget,healcode-mindbody-widget,15.07,8.99,8000,0,0,2.08,8,4.0,4.0
Essential WPBakery Page Builder (formerly Visual Composer) Addons,vc-shortcodes,15.04,9.1,9000,0,0,2.83,17,3.1,3.1
"WP User &#8211; Custom Registration Forms, Login and User Profile",wp-user,15.0,6.91,1000,0,0,3.3,27,4.8,4.8
GS Pinterest Portfolio,gs-pinterest-portfolio,15.0,7.6,2000,0,0,2.4,11,5.0,5.0
Simple add pages or posts,simple-add-pages-or-posts,14.99,7.6,2000,0,0,2.48,12,4.9,4.9
AccessPress Feeds For Instagram,accesspress-instagram-feed,14.98,9.21,10000,0,0,2.56,13,3.2,3.2
WP-FB-AutoConnect,wp-fb-autoconnect,14.97,8.01,3000,0,0,2.56,13,4.4,4.4
Profile Widget Ninja,profile-widget-ninja,14.9,7.6,2000,0,0,2.3,10,5.0,5.0
BuddyPress Login Redirect to Profile,bp-redirect-to-profile,14.9,7.6,2000,0,0,2.3,10,5.0,5.0
BuddyPress Default Cover Photo,buddypress-cover-photo,14.9,8.01,3000,0,0,2.2,9,4.7,4.7
Autologin Links,autologin-links,14.9,7.6,2000,0,0,2.3,10,5.0,5.0
Keyy Two Factor Authentication (like Clef),keyy,14.9,6.91,1000,0,0,3.5,33,4.5,4.5
smart User Slug Hider,smart-user-slug-hider,14.89,6.91,1000,0,0,3.18,24,4.8,4.8
bbPress Toolkit,bbp-toolkit,14.89,7.6,2000,0,0,2.48,12,4.8,4.8
Membership by Supsystic,membership-by-supsystic,14.87,6.91,1000,0,0,3.26,26,4.7,4.7
hashtagger,hashtagger,14.87,6.91,1000,0,0,3.26,26,4.7,4.7
WP Symposium Pro Core,wp-symposium-pro,14.86,6.91,1000,0,0,3.56,35,4.4,4.4
Portfolio by BestWebSoft,portfolio,14.83,8.01,3000,0,0,3.22,25,3.6,3.6
WooCommerce BuddyPress Integration,wc4bp,14.82,6.68,800,0,0,3.74,42,4.4,4.4
Motors &#8211; Car Dealer &amp; Classified Ads WordPress Plugin,motors-car-dealership-classified-listings,14.81,9.21,10000,0,0,2.2,9,3.4,3.4
Team Members Staff Showcase Plugin &#8211; Employee Spotlight,employee-spotlight,14.8,6.91,1000,0,0,3.0,20,4.9,4.9
Genesis Featured Page Extras,genesis-featured-page-extras,14.8,7.6,2000,0,0,2.2,9,5.0,5.0
"Contact Form Widget &#8211; Contact Query, Form Maker",new-contact-form-widget,14.8,6.91,1000,0,0,3.09,22,4.8,4.8
WP Term Images,wp-term-images,14.8,8.01,3000,0,0,2.2,9,4.6,4.6
AweBooking &#8211; Hotel Booking System,awebooking,14.79,8.7,6000,0,0,2.89,18,3.2,3.2
WP Share &amp; Like Button,wp-fb-share-like-button,14.79,8.29,4000,0,0,1.79,6,4.7,4.7
"Vuukle Comments, Reactions, Share Bar, Revenue",free-comments-for-wordpress-vuukle,14.78,6.91,1000,0,0,3.37,29,4.5,4.5
Behance Portfolio Manager,portfolio-manager-powered-by-behance,14.74,6.91,1000,0,0,2.83,17,5.0,5.0
Chamber Dashboard Business Directory,chamber-dashboard-business-directory,14.7,6.91,1000,0,0,3.0,20,4.8,4.8
Cherry Team Members,cherry-team-members,14.7,10.31,30000,0,0,1.39,4,3.0,3.0
Aitasi Coming Soon,aitasi-coming-soon,14.69,7.6,2000,0,0,2.48,12,4.6,4.6
BePro Listings,bepro-listings,14.69,6.4,600,0,0,4.29,73,4.0,4.0
Social Profiles Widget,social-profiles-widget,14.68,8.99,8000,0,0,0.69,2,5.0,5.0
BuddyPress Members Only,buddypress-members-only,14.68,7.6,2000,0,0,3.18,24,3.9,3.9
Simple User Registration,wp-registration,14.67,6.91,1000,0,0,3.26,26,4.5,4.5
Wired Impact Volunteer Management,wired-impact-volunteer-management,14.65,6.91,1000,0,0,2.94,19,4.8,4.8
Appointment Scheduler,appointment-scheduler-weblizar,14.65,8.01,3000,0,0,2.64,14,4.0,4.0
Stamped.io Product Reviews,stampedio-product-reviews,14.64,6.55,700,0,0,3.09,22,5.0,5.0
BuddyPress Xprofile Custom Field Types,bp-xprofile-custom-field-types,14.62,8.01,3000,0,0,1.61,5,5.0,5.0
All-in-one Like Widget,all-in-one-facebook-like-widget,14.62,8.01,3000,0,0,1.61,5,5.0,5.0
Custom Login Page by SeedProd,custom-login-page-wp,14.62,8.01,3000,0,0,1.61,5,5.0,5.0
"WordPress Advanced Ticket System, Elite Support Helpdesk",wats,14.61,6.55,700,0,0,4.06,58,4.0,4.0
Smart Countdown FX,smart-countdown-fx,14.6,7.6,2000,0,0,2.4,11,4.6,4.6
Force First and Last Name as Display Name,force-first-last,14.6,7.6,2000,0,0,2.4,11,4.6,4.6
Client Portal &#8211; Private user pages and login,client-portal,14.59,8.29,4000,0,0,2.4,11,3.9,3.9
BuddyPress for LearnDash,buddypress-learndash,14.59,8.52,5000,0,0,2.77,16,3.3,3.3
Premmerce SEO for WooCommerce,woo-seo-addon,14.5,8.7,6000,0,0,1.1,3,4.7,4.7
Restaurant Menu &#8211; Food Ordering System &#8211; Table Reservation,menu-ordering-reservations,14.5,7.6,2000,0,0,2.2,9,4.7,4.7
Coming Soon Pages for WordPress &#8211; Coming Soon Booster,wp-coming-soon-booster,14.47,6.91,1000,0,0,3.47,32,4.1,4.1
WD Social Widgets,spider-facebook,14.45,8.52,5000,0,0,2.83,17,3.1,3.1
CM Download Manager,cm-download-manager,14.44,6.8,900,0,0,3.74,42,3.9,3.9
Team Members,tc-team-members,14.41,8.01,3000,0,0,2.3,10,4.1,4.1
bbPress WP Tweaks,bbpress-wp-tweaks,14.41,8.01,3000,0,0,2.3,10,4.1,4.1
Elfsight Instagram Feed &#8211; Instagram Gallery,instashow-lite,14.4,9.21,10000,0,0,0.69,2,4.5,4.5
BlossomThemes Feed For Instagram,blossomthemes-instagram-feed,14.4,9.21,10000,0,0,0.69,2,4.5,4.5
WordPress + Office 365 login,wpo365-login,14.39,6.4,600,0,0,3.0,20,5.0,5.0
WordPress Team Members &#8211; GS Plugins,gs-team-members,14.39,6.8,900,0,0,3.09,22,4.5,4.5
"Newsletter Subscription Form &#8211; User Subscriptions Form, Capture Email",newsletter-subscription-form,14.39,8.29,4000,0,0,1.79,6,4.3,4.3
ReDi Restaurant Reservation,redi-restaurant-reservation,14.35,6.91,1000,0,0,2.94,19,4.5,4.5
Notification Bar for WordPress,8-degree-notification-bar,14.35,8.7,6000,0,0,1.95,7,3.7,3.7
Social Login Lite For WooCommerce,social-login-lite-for-woocommerce,14.34,7.6,2000,0,0,2.64,14,4.1,4.1
Job Board Manager,job-board-manager,14.32,6.91,1000,0,0,2.71,15,4.7,4.7
WP Shop,wp-shop-original,14.31,7.6,2000,0,0,2.71,15,4.0,4.0
YITH WooCommerce Affiliates,yith-woocommerce-affiliates,14.29,8.29,4000,0,0,1.79,6,4.2,4.2
Easy Blocks – Gutenberg Blocks Page Builder,ultimate-blocks-for-gutenberg,14.25,6.91,1000,0,0,2.64,14,4.7,4.7
WP w3all phpBB,wp-w3all-phpbb-integration,14.22,6.68,800,0,0,3.14,23,4.4,4.4
CPO Widgets,cpo-widgets,14.21,9.21,10000,0,0,0.0,1,5.0,5.0
"Free Floating Contact Form &amp; WhatsApp, Facebook, Call and Social Tabs &#8211; My Sticky Elements",mystickyelements,14.17,6.91,1000,0,0,2.56,13,4.7,4.7
WP Job Manager &#8211; Company Profiles,wp-job-manager-companies,14.14,9.21,10000,0,0,2.83,17,2.1,2.1
Team Rosters,team-rosters,14.14,6.55,700,0,0,2.89,18,4.7,4.7
Profile Extra Fields by BestWebSoft,profile-extra-fields,14.11,6.91,1000,0,0,2.3,10,4.9,4.9
Simple Restrict,simple-restrict,14.1,6.91,1000,0,0,2.2,9,5.0,5.0
WP SiteManager,wp-sitemanager,14.1,9.1,9000,0,0,2.2,9,2.8,2.8
Genesis Widgetized Footer,genesis-widgetized-footer,14.1,7.6,2000,0,0,2.3,10,4.2,4.2
Slash Admin,slash-admin,14.1,6.91,1000,0,0,2.2,9,5.0,5.0
Gravity Forms Toolbar,gravity-forms-toolbar,14.1,8.01,3000,0,0,1.1,3,5.0,5.0
Mega Addons For Elementor,ultimate-addons-for-elementor,14.09,8.7,6000,0,0,1.39,4,4.0,4.0
Shoutcast Icecast HTML5 Radio Player,shoutcast-icecast-html5-radio-player,14.09,8.52,5000,0,0,2.77,16,2.8,2.8
Auto Tweet for WordPress &#8211; AccessPress Twitter Auto Post,accesspress-twitter-auto-post,14.09,8.29,4000,0,0,1.79,6,4.0,4.0
wpDirAuth,wpdirauth,14.09,6.91,1000,0,0,2.48,12,4.7,4.7
Flickr Album Photostream Profile &#8211; Flickr Gallery,wp-flickr-gallery,14.02,6.68,800,0,0,2.64,14,4.7,4.7
Image Social Feed Plugin,add-instagram,14.0,8.29,4000,0,0,2.3,10,3.4,3.4
Metricool,metricool,13.99,8.99,8000,0,0,0.0,1,5.0,5.0
Tutor LMS &#8211; eLearning and online course solution,tutor,13.99,6.68,800,0,0,2.3,10,5.0,5.0
WP Security Question,wp-security-questions,13.99,7.6,2000,0,0,1.39,4,5.0,5.0
Login by Auth0,auth0,13.99,8.01,3000,0,0,2.48,12,3.5,3.5
Event Management Tickets Booking By Event Monster,event-monster,13.99,6.21,500,0,0,2.77,16,5.0,5.0
TechGasp Spotify Master,spotify-master,13.98,8.01,3000,0,0,3.18,24,2.8,2.8
Optimizely Classic,optimizely,13.97,6.91,1000,0,0,2.56,13,4.5,4.5
BuddyPress Compliments,buddypress-compliments,13.94,5.99,400,0,0,2.94,19,5.0,5.0
Simple BuddyPress Profile Privacy,simple-buddypress-profile-privacy,13.91,6.91,1000,0,0,2.3,10,4.7,4.7
User Post Gallery &#8211; UPG,wp-upg,13.88,6.91,1000,0,0,2.77,16,4.2,4.2
OAuth Single Sign On &#8211; SSO (OAuth client),miniorange-login-with-eve-online-google-facebook,13.88,5.99,400,0,0,3.09,22,4.8,4.8
Ultimate Member Profile Tabs,profile-tabs-for-ultimate-member,13.87,7.6,2000,0,0,2.77,16,3.5,3.5
Team Members Showcase,dazzlersoft-teams,13.85,7.6,2000,0,0,1.95,7,4.3,4.3
CP Blocks,cp-blocks,13.85,6.91,1000,0,0,1.95,7,5.0,5.0
Rencontre &#8211; Dating Site,rencontre,13.82,6.55,700,0,0,3.47,32,3.8,3.8
WP Smart Editor,wp-smart-editor,13.81,6.91,1000,0,0,2.3,10,4.6,4.6
Resend Welcome Email,resend-welcome-email,13.81,8.01,3000,0,0,2.3,10,3.5,3.5
AffiliateWP &#8211; Affiliate Area Shortcodes,affiliatewp-affiliate-area-shortcodes,13.79,7.6,2000,0,0,1.39,4,4.8,4.8
HumanCaptcha by Outerbridge,humancaptcha,13.79,6.91,1000,0,0,2.48,12,4.4,4.4
"Patreon Button, Widgets and Plugin by CodeBard",patron-button-and-widgets-by-codebard,13.78,7.6,2000,0,0,2.08,8,4.1,4.1
BuddyPress Default Data,bp-default-data,13.75,6.91,1000,0,0,2.94,19,3.9,3.9
BuddyPress Custom Profile Menu,buddypress-custom-profile-menu,13.72,6.8,900,0,0,3.71,41,3.2,3.2
Ultimate LinkedIn Integration,linkedin-login,13.71,6.91,1000,0,0,2.3,10,4.5,4.5
GDPR Compliance for Mailchimp,eu-opt-in-compliance-for-mailchimp,13.7,8.01,3000,0,0,0.69,2,5.0,5.0
Zephyr Project Manager,zephyr-project-manager,13.7,5.3,200,0,0,3.4,30,5.0,5.0
Admin Trim Interface,admin-trim-interface,13.7,7.6,2000,0,0,1.1,3,5.0,5.0
WooCommerce Gift Coupon,woocommerce-gift-coupon,13.7,6.91,1000,0,0,2.2,9,4.6,4.6
Medium,medium,13.7,8.7,6000,0,0,2.3,10,2.7,2.7
Genesis Printstyle Plus,genesis-printstyle-plus,13.7,6.91,1000,0,0,1.79,6,5.0,5.0
Trackserver,trackserver,13.7,6.21,500,0,0,2.48,12,5.0,5.0
PushEngage Web Push Notifications,pushengage,13.69,7.6,2000,0,0,1.79,6,4.3,4.3
Warm Cache,warm-cache,13.66,6.55,700,0,0,2.71,15,4.4,4.4
Auto Prune Posts,auto-prune-posts,13.65,7.6,2000,0,0,1.95,7,4.1,4.1
Paid Memberships Pro &#8211; Register Helper Add On,pmpro-register-helper,13.65,8.85,7000,0,0,1.79,6,3.0,3.0
WP PGP Encrypted Emails,wp-pgp-encrypted-emails,13.65,6.55,700,0,0,2.3,10,4.8,4.8
TechGasp SoundCloud Master,soundcloud-master,13.65,8.01,3000,0,0,2.94,19,2.7,2.7
The Awesome Feed &#8211; Custom Feed For Facebook,wp-facebook-feed,13.65,6.91,1000,0,0,2.64,14,4.1,4.1
BuddyPress Multilingual,buddypress-multilingual,13.61,8.52,5000,0,0,1.79,6,3.3,3.3
Staffer,staffer,13.61,6.91,1000,0,0,2.4,11,4.3,4.3
Cherry PopUps,cherry-popups,13.61,9.21,10000,0,0,1.1,3,3.3,3.3
User Notes,user-notes,13.6,6.4,600,0,0,2.3,10,4.9,4.9
BuddyForms Members,buddyforms-members,13.54,6.55,700,0,0,2.89,18,4.1,4.1
Woopra Analytics Plugin,woopra,13.54,8.29,4000,0,0,1.95,7,3.3,3.3
Easy Social Media Widget,my-social-widget,13.52,8.52,5000,0,0,0.0,1,5.0,5.0
BuddyPress Member Type Generator,bp-member-type-generator,13.52,6.91,1000,0,0,1.61,5,5.0,5.0
Gettext override translations,gettext-override-translations,13.52,6.91,1000,0,0,1.61,5,5.0,5.0
WP Fusion Lite,wp-fusion-lite,13.52,6.21,500,0,0,2.3,10,5.0,5.0
Advanced Social Feeds Widget &amp; Shortcode,advanced-facebook-twitter-widget,13.52,6.91,1000,0,0,1.61,5,5.0,5.0
TechGasp Facebook Comments Master,facebook-comments-master,13.51,6.55,700,0,0,3.56,35,3.4,3.4
TechGasp Pinterest Master,pinterest-master,13.5,6.91,1000,0,0,2.89,18,3.7,3.7
Github Embed,github-embed,13.49,6.91,1000,0,0,2.08,8,4.5,4.5
GR Progress Widget,gr-progress,13.49,6.91,1000,0,0,2.08,8,4.5,4.5
WP Media Categories,wp-media-categories,13.49,7.6,2000,0,0,1.39,4,4.5,4.5
Metrilo &#8211; WooCommerce Growth Platform,metrilo-woocommerce-integration,13.49,6.91,1000,0,0,2.08,8,4.5,4.5
Taxonomy filter,taxonomy-filter,13.48,6.68,800,0,0,2.2,9,4.6,4.6
Timologia for WooCommerce,timologia-for-woocommerce,13.48,6.68,800,0,0,1.79,6,5.0,5.0
Default Admin Color Scheme,default-admin-color-scheme,13.45,6.91,1000,0,0,1.95,7,4.6,4.6
HelpScout integration for Easy Digital Downloads,edd-helpscout,13.43,5.3,200,0,0,3.14,23,5.0,5.0
PB Addons for WPBakery Page Builder (Visual Composer),vc-addons-by-bit14,13.41,7.6,2000,0,0,1.61,5,4.2,4.2
BP Social Connect,bp-social-connect,13.4,8.52,5000,0,0,1.39,4,3.5,3.5
BuddyPress for Sensei,sensei-buddypress,13.4,6.21,500,0,0,2.48,12,4.7,4.7
WordPress Persistent Login,wp-persistent-login,13.39,6.91,1000,0,0,2.48,12,4.0,4.0
WC &#8211; APG Free Shipping,woocommerce-apg-free-postcodestatecountry-shipping,13.34,6.4,600,0,0,1.95,7,5.0,5.0
BP Profile Shortcodes Extra,bp-profile-shortcodes-extra,13.29,6.68,800,0,0,1.61,5,5.0,5.0
WordPress Author Profile Avatars List,author-profiles,13.29,6.68,800,0,0,1.61,5,5.0,5.0
Author,about-author,13.29,6.91,1000,0,0,1.39,4,5.0,5.0
Editor Blocks for Gutenberg,editor-blocks,13.29,7.6,2000,0,0,0.69,2,5.0,5.0
bbp user ranking,bbp-user-ranking,13.29,5.99,400,0,0,2.3,10,5.0,5.0
Fast User Switching,fast-user-switching,13.29,6.91,1000,0,0,1.39,4,5.0,5.0
BuddyPress Toolbar,buddypress-toolbar,13.29,6.91,1000,0,0,1.39,4,5.0,5.0
Free Responsive Post/Article Author Section Plugin for WordPress &#8211; Ultimate Author Box Lite,ultimate-author-box-lite,13.29,6.68,800,0,0,1.61,5,5.0,5.0
GraphComment Comment system,graphcomment-comment-system,13.29,5.7,300,0,0,2.89,18,4.7,4.7
StageShow,stageshow,13.29,5.3,200,0,0,3.3,27,4.7,4.7
BuddyPress Profile Shortcodes,buddypress-profile-shortcodes,13.29,6.68,800,0,0,1.61,5,5.0,5.0
OAuth twitter sidebar widget,oauth-twitter-sidebar-widget,13.29,6.91,1000,0,0,1.39,4,5.0,5.0
WPSSO Organization Markup to Customize Schema Organization and Manage Additional Organizations,wpsso-organization,13.29,6.68,800,0,0,1.61,5,5.0,5.0
Pinterest Widget by Angie Makes,wpc-pinterest-widget,13.29,7.6,2000,0,0,0.69,2,5.0,5.0
WP User Profiles,wp-user-profiles,13.25,6.21,500,0,0,2.64,14,4.4,4.4
Buddypress Who clicked at my Profile?,buddypress-who-clicked-at-my-profile,13.24,5.7,300,0,0,2.64,14,4.9,4.9
Best Customer Customer Service Software &amp; Support Ticket System for WordPress,wp-ticket,13.22,5.99,400,0,0,2.83,17,4.4,4.4
Ultimate Member + WP User Frontend &#8211; Addon,ultimate-member-wp-user-frontend-addon,13.21,6.91,1000,0,0,2.4,11,3.9,3.9
Facebook wall and social integration,facebook-wall-and-social-integration,13.2,6.91,1000,0,0,1.79,6,4.5,4.5
Mass Delete Unused Tags,mass-delete-unused-tags,13.16,6.55,700,0,0,1.61,5,5.0,5.0
Social Boost,social-boost,13.16,6.21,500,0,0,1.95,7,5.0,5.0
Mutual Buddies,mutual-buddies,13.16,6.21,500,0,0,1.95,7,5.0,5.0
Ultra Community,ultra-community,13.13,5.3,200,0,0,2.83,17,5.0,5.0
Checkout with Vipps for WooCommerce,woo-vipps,13.12,6.91,1000,0,0,1.61,5,4.6,4.6
AFFILIATE MLM / PARTY PLAN,affiliate-mlm-party-plan,13.11,5.7,300,0,0,2.71,15,4.7,4.7
Catchers Helpdesk and Ticket system for Support,catchers-helpdesk,13.11,5.7,300,0,0,2.71,15,4.7,4.7
Simple Real Estate Pack,simple-real-estate-pack-4,13.1,8.29,4000,0,0,1.61,5,3.2,3.2
Google +1 by BestWebSoft,google-one,13.09,5.99,400,0,0,2.4,11,4.7,4.7
Opal Estate,opal-estate,13.09,6.91,1000,0,0,2.08,8,4.1,4.1
Members Import,members-import,13.07,7.6,2000,0,0,2.56,13,2.9,2.9
Login Logout Menu,login-logout-menu,13.01,8.01,3000,0,0,0.0,1,5.0,5.0
GamiPress &#8211; BuddyPress integration,gamipress-buddypress-integration,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
"Mobile sharing toolbar (share via Facebook, Twitter, etc..)",mobile-sharing-toolbar,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
Navigation Menu Links,wp-navigation-menu-links,13.01,6.91,1000,0,0,1.1,3,5.0,5.0
404 Page by SeedProd,404-page,13.01,8.01,3000,0,0,0.0,1,5.0,5.0
CBX Bookmark,cbxwpbookmark,13.01,5.7,300,0,0,2.3,10,5.0,5.0
